raw,ta,tad
0,<35,<33
1,<35,<33
2,<35,<33
3,<35,<33
4,<35,<33
5,<35,<33
6,<35,<33
7,<35,<33
8,<35,<33
9,<35,<33
10,<35,<33
11,<35,<33
12,<35,<33
13,35,33
14,36,34
15,37,34
16,37,35
17,38,35
18,39,36
19,40,37
20,40,37
21,41,38
22,42,38
23,42,39
24,43,40
25,44,40
26,45,41
27,45,41
28,46,42
29,47,43
30,47,43
31,48,44
32,49,44
33,50,45
34,50,46
35,51,46
36,52,47
37,52,47
38,53,48
39,54,49
40,55,49
41,55,50
42,56,50
43,57,51
44,58,52
45,58,52
46,59,53
47,60,53
48,60,54
49,61,55
50,62,55
51,63,56
52,63,56
53,64,57
54,65,58
55,65,58
56,66,59
57,67,59
58,68,60
59,68,61
60,69,61
61,70,62
62,70,62
63,71,63
64,72,64
65,73,64
66,73,65
67,74,65
68,75,66
69,75,67
70,76,67
71,77,68
72,78,68
73,78,69
74,79,70
75,80,70
76,80,71
77,81,71
78,82,72
79,83,73
80,83,73
81,84,74
82,85,74
83,85,75
84,86,76
85,87,76
86,88,77
87,88,77
88,89,78
89,90,79
90,91,79
91,91,80
92,92,80
93,93,81
94,93,82
95,94,82
96,95,83
97,96,83
98,96,84
99,97,85
100,98,85
101,98,86
102,99,86
103,100,87
104,101,88
105,101,88
106,102,89
107,103,89
108,103,90
109,104,91
110,105,91
111,106,92
112,,92
113,,>92
114,,>92
115,,>92
116,,>92
117,,>92
118,,>92
119,,>92
120,,>92
121,,>92
122,,>92
123,,>92
124,,>92
125,,>92
126,,>92
127,,>92
128,,>92
129,,>92
130,,>92
131,,>92
132,,>92
133,,>92
134,,>92
135,,>92
136,,>92
137,,>92
138,,>92
139,,>92
140,,>92
141,,>92
142,,>92
143,,>92
144,,>92
145,,>92
146,,>92
147,,>92
148,,>92
149,,>92
150,,>92
151,,>92
152,,>92
153,,>92
154,,>92
155,,>92
156,,>92
157,,>92
158,,>92
159,,>92
160,,>92
161,,>92
162,,>92
163,,>92
164,,>92
165,,>92
166,,>92
167,,>92
168,,>92
169,,>92
170,,>92
171,,>92
172,,>92
173,,>92
174,,>92
175,,>92
176,,>92
177,,>92
178,,>92
179,,>92
180,,>92
