raw,ta,tad
0,<47,<45
1,<47,<45
2,<47,<45
3,<47,<45
4,<47,<45
5,<47,<45
6,<47,<45
7,<47,<45
8,<47,<45
9,<47,<45
10,<47,<45
11,<47,<45
12,<47,<45
13,47,45
14,48,45
15,49,46
16,50,47
17,51,48
18,52,49
19,53,50
20,54,50
21,55,51
22,56,52
23,57,53
24,58,54
25,59,55
26,60,55
27,61,56
28,62,57
29,63,58
30,64,59
31,65,60
32,66,60
33,67,61
34,68,62
35,69,63
36,70,64
37,72,65
38,73,65
39,74,66
40,75,67
41,76,68
42,77,69
43,78,70
44,79,70
45,80,71
46,81,72
47,82,73
48,83,74
49,84,75
50,85,75
51,86,76
52,87,77
53,88,78
54,89,79
55,90,80
56,91,80
57,92,81
58,93,82
59,94,83
60,95,84
61,96,85
62,97,85
63,98,86
64,99,87
65,100,88
66,101,89
67,102,90
68,103,90
69,104,91
70,105,92
71,106,93
72,107,94
73,108,95
74,110,95
75,111,96
76,112,97
77,113,98
78,114,99
79,115,100
80,116,100
81,117,101
82,118,102
83,119,103
84,120,104
85,121,105
86,122,105
87,123,106
88,124,107
89,125,108
90,126,109
91,127,110
92,128,110
93,129,111
94,130,112
95,131,113
96,132,114
97,133,115
98,134,115
99,135,116
100,136,117
101,137,118
102,138,119
103,139,120
104,140,120
105,141,121
106,142,122
107,143,123
108,144,124
109,145,125
110,146,125
111,147,126
112,,127
113,,>127
114,,>127
115,,>127
116,,>127
117,,>127
118,,>127
119,,>127
120,,>127
121,,>127
122,,>127
123,,>127
124,,>127
125,,>127
126,,>127
127,,>127
128,,>127
129,,>127
130,,>127
131,,>127
132,,>127
133,,>127
134,,>127
135,,>127
136,,>127
137,,>127
138,,>127
139,,>127
140,,>127
141,,>127
142,,>127
143,,>127
144,,>127
145,,>127
146,,>127
147,,>127
148,,>127
149,,>127
150,,>127
151,,>127
152,,>127
153,,>127
154,,>127
155,,>127
156,,>127
157,,>127
158,,>127
159,,>127
160,,>127
161,,>127
162,,>127
163,,>127
164,,>127
165,,>127
166,,>127
167,,>127
168,,>127
169,,>127
170,,>127
171,,>127
172,,>127
173,,>127
174,,>127
175,,>127
176,,>127
177,,>127
178,,>127
179,,>127
180,,>127
