raw,ta,tad
0,<37,<34
1,<37,<34
2,<37,<34
3,<37,<34
4,<37,<34
5,<37,<34
6,<37,<34
7,<37,<34
8,<37,<34
9,<37,<34
10,<37,<34
11,<37,<34
12,<37,<34
13,37,34
14,38,35
15,38,35
16,39,36
17,40,37
18,41,37
19,42,38
20,42,39
21,43,39
22,44,40
23,45,41
24,45,41
25,46,42
26,47,43
27,48,43
28,49,44
29,49,45
30,50,45
31,51,46
32,52,47
33,53,47
34,53,48
35,54,49
36,55,49
37,56,50
38,56,50
39,57,51
40,58,52
41,59,52
42,60,53
43,60,54
44,61,54
45,62,55
46,63,56
47,63,56
48,64,57
49,65,58
50,66,58
51,67,59
52,67,60
53,68,60
54,69,61
55,70,62
56,71,62
57,71,63
58,72,64
59,73,64
60,74,65
61,74,65
62,75,66
63,76,67
64,77,67
65,78,68
66,78,69
67,79,69
68,80,70
69,81,71
70,81,71
71,82,72
72,83,73
73,84,73
74,85,74
75,85,75
76,86,75
77,87,76
78,88,77
79,89,77
80,89,78
81,90,79
82,91,79
83,92,80
84,92,81
85,93,81
86,94,82
87,95,82
88,96,83
89,96,84
90,97,84
91,98,85
92,99,86
93,99,86
94,100,87
95,101,88
96,102,88
97,103,89
98,103,90
99,104,90
100,105,91
101,106,92
102,107,92
103,107,93
104,108,94
105,109,94
106,110,95
107,110,96
108,111,96
109,112,97
110,113,97
111,114,98
112,,99
113,,>99
114,,>99
115,,>99
116,,>99
117,,>99
118,,>99
119,,>99
120,,>99
121,,>99
122,,>99
123,,>99
124,,>99
125,,>99
126,,>99
127,,>99
128,,>99
129,,>99
130,,>99
131,,>99
132,,>99
133,,>99
134,,>99
135,,>99
136,,>99
137,,>99
138,,>99
139,,>99
140,,>99
141,,>99
142,,>99
143,,>99
144,,>99
145,,>99
146,,>99
147,,>99
148,,>99
149,,>99
150,,>99
151,,>99
152,,>99
153,,>99
154,,>99
155,,>99
156,,>99
157,,>99
158,,>99
159,,>99
160,,>99
161,,>99
162,,>99
163,,>99
164,,>99
165,,>99
166,,>99
167,,>99
168,,>99
169,,>99
170,,>99
171,,>99
172,,>99
173,,>99
174,,>99
175,,>99
176,,>99
177,,>99
178,,>99
179,,>99
180,,>99
