raw,ta,tad
0,<46,<44
1,<46,<44
2,<46,<44
3,<46,<44
4,<46,<44
5,<46,<44
6,<46,<44
7,<46,<44
8,<46,<44
9,<46,<44
10,<46,<44
11,<46,<44
12,<46,<44
13,46,44
14,47,45
15,48,45
16,48,46
17,49,47
18,50,47
19,51,48
20,52,49
21,53,49
22,53,50
23,54,51
24,55,51
25,56,52
26,57,53
27,57,54
28,58,54
29,59,55
30,60,56
31,61,56
32,62,57
33,62,58
34,63,58
35,64,59
36,65,60
37,66,61
38,67,61
39,67,62
40,68,63
41,69,63
42,70,64
43,71,65
44,71,65
45,72,66
46,73,67
47,74,67
48,75,68
49,76,69
50,76,70
51,77,70
52,78,71
53,79,72
54,80,72
55,81,73
56,81,74
57,82,74
58,83,75
59,84,76
60,85,76
61,85,77
62,86,78
63,87,79
64,88,79
65,89,80
66,90,81
67,90,81
68,91,82
69,92,83
70,93,83
71,94,84
72,95,85
73,95,86
74,96,86
75,97,87
76,98,88
77,99,88
78,99,89
79,100,90
80,101,90
81,102,91
82,103,92
83,104,92
84,104,93
85,105,94
86,106,95
87,107,95
88,108,96
89,109,97
90,109,97
91,110,98
92,111,99
93,112,99
94,113,100
95,113,101
96,114,102
97,115,102
98,116,103
99,117,104
100,118,104
101,118,105
102,119,106
103,120,106
104,121,107
105,122,108
106,123,108
107,123,109
108,124,110
109,125,111
110,126,111
111,127,112
112,,113
113,,>113
114,,>113
115,,>113
116,,>113
117,,>113
118,,>113
119,,>113
120,,>113
121,,>113
122,,>113
123,,>113
124,,>113
125,,>113
126,,>113
127,,>113
128,,>113
129,,>113
130,,>113
131,,>113
132,,>113
133,,>113
134,,>113
135,,>113
136,,>113
137,,>113
138,,>113
139,,>113
140,,>113
141,,>113
142,,>113
143,,>113
144,,>113
145,,>113
146,,>113
147,,>113
148,,>113
149,,>113
150,,>113
151,,>113
152,,>113
153,,>113
154,,>113
155,,>113
156,,>113
157,,>113
158,,>113
159,,>113
160,,>113
161,,>113
162,,>113
163,,>113
164,,>113
165,,>113
166,,>113
167,,>113
168,,>113
169,,>113
170,,>113
171,,>113
172,,>113
173,,>113
174,,>113
175,,>113
176,,>113
177,,>113
178,,>113
179,,>113
180,,>113
