RawScore,Inhibit_TScore,Inhibit_Perc_Rank,SelfMonitor_TScore,SelfMonitor_Perc_Rank,Shift_TScore,Shift_Perc_Rank,EmotionalControl_TScore,EmotionalControl_Perc_Rank,Initiate_TScore,Initiate_Perc_Rank,WorkingMemory_TScore,WorkingMemory_Perc_Rank,PlanOrganize_TScore,PlanOrganize_Perc_Rank,TaskMonitor_TScore,TaskMonitor_Perc_Rank,OrgMaterials_TScore,OrgMaterials_Perc_Rank,BehaviorRegulation_TScore,BehaviorRegulation_Perc_Rank,EmotionRegulation_TScore,EmotionRegulation_Perc_Rank,CognitiveRegulation_TScore,CognitiveRegulation_Perc_Rank,GlobalExecutive_TScore,GlobalExecutive_Perc_Rank
180,,,,,,,,,,,,,,,,,,,,,,,,,>90,>99
179,,,,,,,,,,,,,,,,,,,,,,,,,>90,>99
178,,,,,,,,,,,,,,,,,,,,,,,,,90,>99
177,,,,,,,,,,,,,,,,,,,,,,,,,90,>99
176,,,,,,,,,,,,,,,,,,,,,,,,,89,>99
175,,,,,,,,,,,,,,,,,,,,,,,,,89,>99
174,,,,,,,,,,,,,,,,,,,,,,,,,88,>99
173,,,,,,,,,,,,,,,,,,,,,,,,,88,>99
172,,,,,,,,,,,,,,,,,,,,,,,,,88,>99
171,,,,,,,,,,,,,,,,,,,,,,,,,87,>99
170,,,,,,,,,,,,,,,,,,,,,,,,,87,>99
169,,,,,,,,,,,,,,,,,,,,,,,,,86,>99
168,,,,,,,,,,,,,,,,,,,,,,,,,86,>99
167,,,,,,,,,,,,,,,,,,,,,,,,,85,>99
166,,,,,,,,,,,,,,,,,,,,,,,,,85,>99
165,,,,,,,,,,,,,,,,,,,,,,,,,84,>99
164,,,,,,,,,,,,,,,,,,,,,,,,,84,>99
163,,,,,,,,,,,,,,,,,,,,,,,,,83,>99
162,,,,,,,,,,,,,,,,,,,,,,,,,83,>99
161,,,,,,,,,,,,,,,,,,,,,,,,,83,>99
160,,,,,,,,,,,,,,,,,,,,,,,,,82,>99
159,,,,,,,,,,,,,,,,,,,,,,,,,82,>99
158,,,,,,,,,,,,,,,,,,,,,,,,,81,>99
157,,,,,,,,,,,,,,,,,,,,,,,,,81,>99
156,,,,,,,,,,,,,,,,,,,,,,,,,80,>99
155,,,,,,,,,,,,,,,,,,,,,,,,,80,>99
154,,,,,,,,,,,,,,,,,,,,,,,,,79,99
153,,,,,,,,,,,,,,,,,,,,,,,,,79,99
152,,,,,,,,,,,,,,,,,,,,,,,,,78,99
151,,,,,,,,,,,,,,,,,,,,,,,,,78,99
150,,,,,,,,,,,,,,,,,,,,,,,,,78,99
149,,,,,,,,,,,,,,,,,,,,,,,,,77,99
148,,,,,,,,,,,,,,,,,,,,,,,,,77,99
147,,,,,,,,,,,,,,,,,,,,,,,,,76,99
146,,,,,,,,,,,,,,,,,,,,,,,,,76,99
145,,,,,,,,,,,,,,,,,,,,,,,,,75,99
144,,,,,,,,,,,,,,,,,,,,,,,,,75,99
143,,,,,,,,,,,,,,,,,,,,,,,,,74,98
142,,,,,,,,,,,,,,,,,,,,,,,,,74,98
141,,,,,,,,,,,,,,,,,,,,,,,,,73,98
140,,,,,,,,,,,,,,,,,,,,,,,,,73,98
139,,,,,,,,,,,,,,,,,,,,,,,,,72,97
138,,,,,,,,,,,,,,,,,,,,,,,,,72,97
137,,,,,,,,,,,,,,,,,,,,,,,,,72,97
136,,,,,,,,,,,,,,,,,,,,,,,,,71,97
135,,,,,,,,,,,,,,,,,,,,,,,,,71,97
134,,,,,,,,,,,,,,,,,,,,,,,,,70,96
133,,,,,,,,,,,,,,,,,,,,,,,,,70,96
132,,,,,,,,,,,,,,,,,,,,,,,,,70,96
131,,,,,,,,,,,,,,,,,,,,,,,,,69,94
130,,,,,,,,,,,,,,,,,,,,,,,,,69,94
129,,,,,,,,,,,,,,,,,,,,,,,,,68,92
128,,,,,,,,,,,,,,,,,,,,,,,,,68,92
127,,,,,,,,,,,,,,,,,,,,,,,,,67,91
126,,,,,,,,,,,,,,,,,,,,,,,,,67,91
125,,,,,,,,,,,,,,,,,,,,,,,,,66,91
124,,,,,,,,,,,,,,,,,,,,,,,,,66,91
123,,,,,,,,,,,,,,,,,,,,,,,,,65,90
122,,,,,,,,,,,,,,,,,,,,,,,,,65,90
121,,,,,,,,,,,,,,,,,,,,,,,,,64,89
120,,,,,,,,,,,,,,,,,,,,,,,,,64,89
119,,,,,,,,,,,,,,,,,,,,,,,,,63,88
118,,,,,,,,,,,,,,,,,,,,,,,,,63,88
117,,,,,,,,,,,,,,,,,,,,,,,,,63,88
116,,,,,,,,,,,,,,,,,,,,,,,,,62,87
115,,,,,,,,,,,,,,,,,,,,,,,,,62,87
114,,,,,,,,,,,,,,,,,,,,,,,,,61,86
113,,,,,,,,,,,,,,,,,,,,,,,,,61,86
112,,,,,,,,,,,,,,,,,,,,,,,,,60,84
111,,,,,,,,,,,,,,,,,,,,,,,,,60,84
110,,,,,,,,,,,,,,,,,,,,,,,,,59,84
109,,,,,,,,,,,,,,,,,,,,,,,,,59,84
108,,,,,,,,,,,,,,,,,,,,,,,,,58,83
107,,,,,,,,,,,,,,,,,,,,,,,,,58,83
106,,,,,,,,,,,,,,,,,,,,,,,,,57,81
105,,,,,,,,,,,,,,,,,,,,,,,,,57,81
104,,,,,,,,,,,,,,,,,,,,,,,,,56,80
103,,,,,,,,,,,,,,,,,,,,,,,,,56,80
102,,,,,,,,,,,,,,,,,,,,,,,,,56,80
101,,,,,,,,,,,,,,,,,,,,,,,,,55,77
100,,,,,,,,,,,,,,,,,,,,,,,,,55,77
99,,,,,,,,,,,,,,,,,,,,,,,,,54,71
98,,,,,,,,,,,,,,,,,,,,,,,,,54,71
97,,,,,,,,,,,,,,,,,,,,,,,,,53,69
96,,,,,,,,,,,,,,,,,,,,,,,87,>99,53,69
95,,,,,,,,,,,,,,,,,,,,,,,86,>99,52,66
94,,,,,,,,,,,,,,,,,,,,,,,85,>99,52,66
93,,,,,,,,,,,,,,,,,,,,,,,85,>99,51,63
92,,,,,,,,,,,,,,,,,,,,,,,84,>99,51,63
91,,,,,,,,,,,,,,,,,,,,,,,83,99,50,60
90,,,,,,,,,,,,,,,,,,,,,,,82,99,50,60
89,,,,,,,,,,,,,,,,,,,,,,,81,99,49,58
88,,,,,,,,,,,,,,,,,,,,,,,81,99,49,58
87,,,,,,,,,,,,,,,,,,,,,,,80,99,49,58
86,,,,,,,,,,,,,,,,,,,,,,,79,99,48,52
85,,,,,,,,,,,,,,,,,,,,,,,78,99,48,52
84,,,,,,,,,,,,,,,,,,,,,,,77,99,47,46
83,,,,,,,,,,,,,,,,,,,,,,,77,99,47,46
82,,,,,,,,,,,,,,,,,,,,,,,76,99,46,43
81,,,,,,,,,,,,,,,,,,,,,,,75,98,46,43
80,,,,,,,,,,,,,,,,,,,,,,,74,98,45,35
79,,,,,,,,,,,,,,,,,,,,,,,74,98,45,35
78,,,,,,,,,,,,,,,,,,,,,,,73,97,45,35
77,,,,,,,,,,,,,,,,,,,,,,,72,97,44,31
76,,,,,,,,,,,,,,,,,,,,,,,71,97,44,31
75,,,,,,,,,,,,,,,,,,,,,,,70,97,43,29
74,,,,,,,,,,,,,,,,,,,,,,,70,97,43,29
73,,,,,,,,,,,,,,,,,,,,,,,69,95,42,26
72,,,,,,,,,,,,,,,,,,,,,,,68,95,42,26
71,,,,,,,,,,,,,,,,,,,,,,,67,94,41,23
70,,,,,,,,,,,,,,,,,,,,,,,66,92,41,23
69,,,,,,,,,,,,,,,,,,,,,,,66,92,40,18
68,,,,,,,,,,,,,,,,,,,,,,,65,92,40,18
67,,,,,,,,,,,,,,,,,,,,,,,64,90,39,12
66,,,,,,,,,,,,,,,,,,,,,,,63,90,39,12
65,,,,,,,,,,,,,,,,,,,,,,,62,89,39,12
64,,,,,,,,,,,,,,,,,,,,,,,62,89,38,7
63,,,,,,,,,,,,,,,,,,,,,,,61,84,37,7
62,,,,,,,,,,,,,,,,,,,,,,,60,83,37,7
61,,,,,,,,,,,,,,,,,,,,,,,59,81,36,2
60,,,,,,,,,,,,,,,,,,,,,,,58,80,36,2
59,,,,,,,,,,,,,,,,,,,,,,,58,80,,
58,,,,,,,,,,,,,,,,,,,,,,,57,77,,
57,,,,,,,,,,,,,,,,,,,,,,,56,77,,
56,,,,,,,,,,,,,,,,,,,,,,,55,76,,
55,,,,,,,,,,,,,,,,,,,,,,,54,72,,
54,,,,,,,,,,,,,,,,,,,,,,,54,72,,
53,,,,,,,,,,,,,,,,,,,,,,,53,68,,
52,,,,,,,,,,,,,,,,,,,,,,,52,67,,
51,,,,,,,,,,,,,,,,,,,,,,,51,63,,
50,,,,,,,,,,,,,,,,,,,,,,,51,63,,
49,,,,,,,,,,,,,,,,,,,,,,,50,58,,
48,,,,,,,,,,,,,,,,,,,,,>90,>99,49,53,,
47,,,,,,,,,,,,,,,,,,,,,>90,>99,48,52,,
46,,,,,,,,,,,,,,,,,,,,,89,>99,47,47,,
45,,,,,,,,,,,,,,,,,,,,,87,>99,47,47,,
44,,,,,,,,,,,,,,,,,,,,,86,>99,46,41,,
43,,,,,,,,,,,,,,,,,,,,,84,>99,45,37,,
42,,,,,,,,,,,,,,,,,,,,,82,>99,44,35,,
41,,,,,,,,,,,,,,,,,,,,,81,>99,43,31,,
40,,,,,,,,,,,,,,,,,,,,,79,99,43,31,,
39,,,,,,,,,,,,,,,,,,,,,76,99,42,26,,
38,,,,,,,,,,,,,,,,,,,,,74,99,41,22,,
37,,,,,,,,,,,,,,,,,,,,,73,97,40,20,,
36,,,,,,,,,,,,,,,,,,,>90,>99,71,95,40,20,,
35,,,,,,,,,,,,,,,,,,,88,>99,69,94,39,12,,
34,,,,,,,,,,,,,,,,,,,86,>99,68,93,38,11,,
33,,,,,,,,,,,,,,,,,,,84,>99,66,91,38,11,,
32,,,,,,,,,,,,,,,,,,,82,>99,65,89,36,3,,
31,,,,,,,,,,,,,,,,,,,79,>99,63,88,,,,
30,,,,,,,,,,,,,,,,,,,77,>99,61,88,,,,
29,,,,,,,,,,,,,,,,,,,75,98,60,84,,,,
28,,,,,,,,,,,,,,,,,,,73,96,58,81,,,,
27,,,,,,,,,,,,,,,,,,,71,95,57,79,,,,
26,,,,,,,,,,,,,,,,,,,68,94,55,77,,,,
25,,,,,,,,,,,,,,,,,,,66,94,54,73,,,,
24,>90,>99,,,>90,>99,83,>99,,,83,>99,79,>99,,,,,64,90,52,68,,,,
23,89,>99,,,90,>99,80,>99,,,80,99,77,>99,,,,,62,89,51,60,,,,
22,85,>99,,,87,99,77,>99,,,77,99,74,>99,,,,,59,86,49,56,,,,
21,82,>99,,,84,99,75,98,,,75,99,71,99,,,,,57,81,47,49,,,,
20,79,99,,,80,99,72,97,,,72,98,69,97,,,,,55,77,46,42,,,,
19,75,97,,,77,97,70,94,,,69,96,66,97,,,,,53,70,44,35,,,,
18,72,95,,,72,97,67,93,,,66,92,63,95,,,77,>99,50,59,42,31,,,,
17,68,95,,,71,96,64,92,,,64,89,61,89,,,74,98,48,52,41,26,,,,
16,65,93,,,67,95,62,88,,,61,84,58,88,,,71,98,46,46,39,15,,,,
15,61,90,,,62,90,59,83,84,>99,58,84,56,80,77,>99,67,97,44,35,,,,,,
14,58,86,,,61,84,56,79,79,99,55,77,53,74,73,99,64,95,41,27,,,,,,
13,54,76,,,56,78,54,72,75,99,53,71,50,69,69,97,61,92,39,16,,,,,,
12,51,69,79,>99,53,71,51,63,70,99,50,65,48,54,65,93,58,88,37,8,,,,,,
11,48,54,74,99,49,62,48,58,66,95,47,50,46,47,61,90,57,84,,,,,,,,
10,44,39,69,97,46,51,46,51,61,88,44,41,43,35,57,85,53,77,,,,,,,,
9,41,24,64,91,43,37,43,39,57,80,42,29,40,27,53,65,49,65,,,,,,,,
8,37,12,59,89,39,20,40,27,52,69,39,20,37,10,49,58,46,48,,,,,,,,
7,,,54,72,,,,,48,53,,,,,47,46,42,28,,,,,,,,
6,,,49,61,,,,,43,44,,,,,41,29,38,15,,,,,,,,
5,,,44,47,,,,,39,24,,,,,38,14,,,,,,,,,,
4,,,39,28,,,,,,,,,,,,,,,,,,,,,,
