RawScore,Inhibit_TScore,Inhibit_Perc_Rank,SelfMonitor_TScore,SelfMonitor_Perc_Rank,Shift_TScore,Shift_Perc_Rank,EmotionalControl_TScore,EmotionalControl_Perc_Rank,Initiate_TScore,Initiate_Perc_Rank,WorkingMemory_TScore,WorkingMemory_Perc_Rank,PlanOrganize_TScore,PlanOrganize_Perc_Rank,TaskMonitor_TScore,TaskMonitor_Perc_Rank,OrgMaterials_TScore,OrgMaterials_Perc_Rank,BehaviorRegulation_TScore,BehaviorRegulation_Perc_Rank,EmotionRegulation_TScore,EmotionRegulation_Perc_Rank,CognitiveRegulation_TScore,CognitiveRegulation_Perc_Rank,GlobalExecutive_TScore,GlobalExecutive_Perc_Rank
180,,,,,,,,,,,,,,,,,,,,,,,,,>90,>99
179,,,,,,,,,,,,,,,,,,,,,,,,,>90,>99
178,,,,,,,,,,,,,,,,,,,,,,,,,90,>99
177,,,,,,,,,,,,,,,,,,,,,,,,,90,>99
176,,,,,,,,,,,,,,,,,,,,,,,,,89,>99
175,,,,,,,,,,,,,,,,,,,,,,,,,89,>99
174,,,,,,,,,,,,,,,,,,,,,,,,,88,>99
173,,,,,,,,,,,,,,,,,,,,,,,,,88,>99
172,,,,,,,,,,,,,,,,,,,,,,,,,87,>99
171,,,,,,,,,,,,,,,,,,,,,,,,,87,>99
170,,,,,,,,,,,,,,,,,,,,,,,,,86,>99
169,,,,,,,,,,,,,,,,,,,,,,,,,86,>99
168,,,,,,,,,,,,,,,,,,,,,,,,,85,>99
167,,,,,,,,,,,,,,,,,,,,,,,,,85,>99
166,,,,,,,,,,,,,,,,,,,,,,,,,84,>99
165,,,,,,,,,,,,,,,,,,,,,,,,,84,>99
164,,,,,,,,,,,,,,,,,,,,,,,,,84,>99
163,,,,,,,,,,,,,,,,,,,,,,,,,83,>99
162,,,,,,,,,,,,,,,,,,,,,,,,,83,>99
161,,,,,,,,,,,,,,,,,,,,,,,,,82,99
160,,,,,,,,,,,,,,,,,,,,,,,,,82,99
159,,,,,,,,,,,,,,,,,,,,,,,,,81,99
158,,,,,,,,,,,,,,,,,,,,,,,,,81,99
157,,,,,,,,,,,,,,,,,,,,,,,,,80,99
156,,,,,,,,,,,,,,,,,,,,,,,,,80,99
155,,,,,,,,,,,,,,,,,,,,,,,,,79,99
154,,,,,,,,,,,,,,,,,,,,,,,,,79,99
153,,,,,,,,,,,,,,,,,,,,,,,,,78,99
152,,,,,,,,,,,,,,,,,,,,,,,,,78,99
151,,,,,,,,,,,,,,,,,,,,,,,,,77,99
150,,,,,,,,,,,,,,,,,,,,,,,,,77,99
149,,,,,,,,,,,,,,,,,,,,,,,,,76,99
148,,,,,,,,,,,,,,,,,,,,,,,,,76,99
147,,,,,,,,,,,,,,,,,,,,,,,,,76,99
146,,,,,,,,,,,,,,,,,,,,,,,,,75,99
145,,,,,,,,,,,,,,,,,,,,,,,,,75,99
144,,,,,,,,,,,,,,,,,,,,,,,,,74,99
143,,,,,,,,,,,,,,,,,,,,,,,,,74,99
142,,,,,,,,,,,,,,,,,,,,,,,,,73,99
141,,,,,,,,,,,,,,,,,,,,,,,,,73,99
140,,,,,,,,,,,,,,,,,,,,,,,,,72,99
139,,,,,,,,,,,,,,,,,,,,,,,,,72,99
138,,,,,,,,,,,,,,,,,,,,,,,,,71,99
137,,,,,,,,,,,,,,,,,,,,,,,,,71,98
136,,,,,,,,,,,,,,,,,,,,,,,,,70,98
135,,,,,,,,,,,,,,,,,,,,,,,,,70,97
134,,,,,,,,,,,,,,,,,,,,,,,,,69,97
133,,,,,,,,,,,,,,,,,,,,,,,,,69,95
132,,,,,,,,,,,,,,,,,,,,,,,,,69,95
131,,,,,,,,,,,,,,,,,,,,,,,,,68,95
130,,,,,,,,,,,,,,,,,,,,,,,,,68,95
129,,,,,,,,,,,,,,,,,,,,,,,,,67,95
128,,,,,,,,,,,,,,,,,,,,,,,,,67,93
127,,,,,,,,,,,,,,,,,,,,,,,,,66,93
126,,,,,,,,,,,,,,,,,,,,,,,,,66,92
125,,,,,,,,,,,,,,,,,,,,,,,,,65,92
124,,,,,,,,,,,,,,,,,,,,,,,,,65,90
123,,,,,,,,,,,,,,,,,,,,,,,,,64,90
122,,,,,,,,,,,,,,,,,,,,,,,,,64,87
121,,,,,,,,,,,,,,,,,,,,,,,,,63,87
120,,,,,,,,,,,,,,,,,,,,,,,,,63,86
119,,,,,,,,,,,,,,,,,,,,,,,,,62,86
118,,,,,,,,,,,,,,,,,,,,,,,,,62,86
117,,,,,,,,,,,,,,,,,,,,,,,,,61,86
116,,,,,,,,,,,,,,,,,,,,,,,,,61,86
115,,,,,,,,,,,,,,,,,,,,,,,,,61,86
114,,,,,,,,,,,,,,,,,,,,,,,,,60,83
113,,,,,,,,,,,,,,,,,,,,,,,,,60,83
112,,,,,,,,,,,,,,,,,,,,,,,,,59,80
111,,,,,,,,,,,,,,,,,,,,,,,,,59,80
110,,,,,,,,,,,,,,,,,,,,,,,,,58,80
109,,,,,,,,,,,,,,,,,,,,,,,,,58,80
108,,,,,,,,,,,,,,,,,,,,,,,,,57,79
107,,,,,,,,,,,,,,,,,,,,,,,,,57,79
106,,,,,,,,,,,,,,,,,,,,,,,,,56,75
105,,,,,,,,,,,,,,,,,,,,,,,,,56,75
104,,,,,,,,,,,,,,,,,,,,,,,,,55,73
103,,,,,,,,,,,,,,,,,,,,,,,,,55,73
102,,,,,,,,,,,,,,,,,,,,,,,,,55,73
101,,,,,,,,,,,,,,,,,,,,,,,,,54,70
100,,,,,,,,,,,,,,,,,,,,,,,,,54,70
99,,,,,,,,,,,,,,,,,,,,,,,,,53,66
98,,,,,,,,,,,,,,,,,,,,,,,,,53,66
97,,,,,,,,,,,,,,,,,,,,,,,,,52,62
96,,,,,,,,,,,,,,,,,,,,,,,80,>99,51,61
95,,,,,,,,,,,,,,,,,,,,,,,79,>99,51,61
94,,,,,,,,,,,,,,,,,,,,,,,78,>99,50,56
93,,,,,,,,,,,,,,,,,,,,,,,77,>99,50,56
92,,,,,,,,,,,,,,,,,,,,,,,77,>99,49,55
91,,,,,,,,,,,,,,,,,,,,,,,76,>99,49,55
90,,,,,,,,,,,,,,,,,,,,,,,75,>99,49,55
89,,,,,,,,,,,,,,,,,,,,,,,75,>99,48,50
88,,,,,,,,,,,,,,,,,,,,,,,74,>99,47,47
87,,,,,,,,,,,,,,,,,,,,,,,73,>99,47,47
86,,,,,,,,,,,,,,,,,,,,,,,73,>99,47,47
85,,,,,,,,,,,,,,,,,,,,,,,72,>99,47,47
84,,,,,,,,,,,,,,,,,,,,,,,71,>99,46,41
83,,,,,,,,,,,,,,,,,,,,,,,71,99,45,40
82,,,,,,,,,,,,,,,,,,,,,,,70,99,45,40
81,,,,,,,,,,,,,,,,,,,,,,,69,99,45,40
80,,,,,,,,,,,,,,,,,,,,,,,69,99,44,34
79,,,,,,,,,,,,,,,,,,,,,,,68,99,44,34
78,,,,,,,,,,,,,,,,,,,,,,,67,99,43,30
77,,,,,,,,,,,,,,,,,,,,,,,67,99,43,30
76,,,,,,,,,,,,,,,,,,,,,,,66,99,42,28
75,,,,,,,,,,,,,,,,,,,,,,,65,98,42,28
74,,,,,,,,,,,,,,,,,,,,,,,65,98,41,25
73,,,,,,,,,,,,,,,,,,,,,,,64,98,41,25
72,,,,,,,,,,,,,,,,,,,,,,,63,97,40,19
71,,,,,,,,,,,,,,,,,,,,,,,62,96,40,19
70,,,,,,,,,,,,,,,,,,,,,,,62,96,40,19
69,,,,,,,,,,,,,,,,,,,,,,,61,95,39,16
68,,,,,,,,,,,,,,,,,,,,,,,60,94,39,16
67,,,,,,,,,,,,,,,,,,,,,,,60,94,38,14
66,,,,,,,,,,,,,,,,,,,,,,,59,90,38,14
65,,,,,,,,,,,,,,,,,,,,,,,58,87,37,10
64,,,,,,,,,,,,,,,,,,,,,,,58,87,37,10
63,,,,,,,,,,,,,,,,,,,,,,,57,83,36,6
62,,,,,,,,,,,,,,,,,,,,,,,56,82,36,6
61,,,,,,,,,,,,,,,,,,,,,,,56,82,35,1
60,,,,,,,,,,,,,,,,,,,,,,,55,78,35,1
59,,,,,,,,,,,,,,,,,,,,,,,54,76,,
58,,,,,,,,,,,,,,,,,,,,,,,54,76,,
57,,,,,,,,,,,,,,,,,,,,,,,53,74,,
56,,,,,,,,,,,,,,,,,,,,,,,52,72,,
55,,,,,,,,,,,,,,,,,,,,,,,52,72,,
54,,,,,,,,,,,,,,,,,,,,,,,51,66,,
53,,,,,,,,,,,,,,,,,,,,,,,50,66,,
52,,,,,,,,,,,,,,,,,,,,,,,50,66,,
51,,,,,,,,,,,,,,,,,,,,,,,49,60,,
50,,,,,,,,,,,,,,,,,,,,,,,48,58,,
49,,,,,,,,,,,,,,,,,,,,,,,47,56,,
48,,,,,,,,,,,,,,,,,,,,,88,>99,47,56,,
47,,,,,,,,,,,,,,,,,,,,,86,>99,46,49,,
46,,,,,,,,,,,,,,,,,,,,,85,>99,45,45,,
45,,,,,,,,,,,,,,,,,,,,,83,>99,45,45,,
44,,,,,,,,,,,,,,,,,,,,,82,99,44,38,,
43,,,,,,,,,,,,,,,,,,,,,80,99,43,34,,
42,,,,,,,,,,,,,,,,,,,,,79,99,43,34,,
41,,,,,,,,,,,,,,,,,,,,,77,99,42,30,,
40,,,,,,,,,,,,,,,,,,,,,76,99,41,24,,
39,,,,,,,,,,,,,,,,,,,,,74,98,41,24,,
38,,,,,,,,,,,,,,,,,,,,,73,98,40,21,,
37,,,,,,,,,,,,,,,,,,,,,71,97,39,20,,
36,,,,,,,,,,,,,,,,,,,82,>99,70,95,39,20,,
35,,,,,,,,,,,,,,,,,,,80,>99,68,95,38,15,,
34,,,,,,,,,,,,,,,,,,,77,>99,67,93,37,12,,
33,,,,,,,,,,,,,,,,,,,76,>99,65,93,36,6,,
32,,,,,,,,,,,,,,,,,,,73,99,63,90,35,3,,
31,,,,,,,,,,,,,,,,,,,72,97,62,88,,,,
30,,,,,,,,,,,,,,,,,,,70,96,60,84,,,,
29,,,,,,,,,,,,,,,,,,,68,95,59,83,,,,
28,,,,,,,,,,,,,,,,,,,66,95,57,79,,,,
27,,,,,,,,,,,,,,,,,,,64,92,56,77,,,,
26,,,,,,,,,,,,,,,,,,,62,88,54,69,,,,
25,,,,,,,,,,,,,,,,,,,61,88,53,68,,,,
24,79,>99,,,89,>99,82,>99,,,80,>99,79,>99,,,,,59,85,51,62,,,,
23,77,99,,,86,>99,79,99,,,77,>99,76,>99,,,,,57,82,50,58,,,,
22,75,99,,,82,>99,77,99,,,74,>99,73,99,,,,,55,73,48,56,,,,
21,72,99,,,79,99,74,98,,,72,>99,71,99,,,,,53,66,47,53,,,,
20,69,96,,,76,99,71,97,,,69,99,68,99,,,,,51,60,45,45,,,,
19,66,94,,,73,98,69,95,,,66,96,66,99,,,,,49,53,44,40,,,,
18,63,90,,,70,95,66,94,,,64,93,63,97,,,76,>99,47,43,42,32,,,,
17,61,88,,,67,93,64,91,,,63,92,60,93,,,73,99,45,37,41,23,,,,
16,58,85,,,64,91,61,89,,,59,88,58,89,,,70,99,43,32,39,14,,,,
15,55,77,,,61,87,59,86,79,>99,55,80,55,83,73,>99,67,99,41,28,,,,,,
14,52,67,,,58,85,56,75,75,>99,52,76,52,75,69,98,63,97,39,21,,,,,,
13,50,55,,,55,77,53,66,71,99,50,66,50,66,66,97,60,95,37,14,,,,,,
12,47,45,78,>99,52,68,51,62,67,98,49,51,47,60,62,96,57,88,35,4,,,,,,
11,44,34,74,98,49,60,48,55,63,97,45,43,45,49,58,90,54,79,,,,,,,,
10,41,27,68,96,45,47,46,49,59,93,43,35,42,43,54,80,50,69,,,,,,,,
9,38,19,63,95,42,34,43,43,55,81,40,22,39,28,50,62,47,59,,,,,,,,
8,36,10,58,90,39,21,40,32,50,71,37,14,37,14,46,45,45,43,,,,,,,,
7,,,53,71,,,,,46,55,,,,,44,37,42,33,,,,,,,,
6,,,48,50,,,,,42,47,,,,,39,25,38,19,,,,,,,,
5,,,43,37,,,,,38,27,,,,,35,14,,,,,,,,,,
4,,,38,23,,,,,,,,,,,,,,,,,,,,,,
