RawScore,Inhibit_TScore,Inhibit_Perc_Rank,SelfMonitor_TScore,SelfMonitor_Perc_Rank,Shift_TScore,Shift_Perc_Rank,EmotionalControl_TScore,EmotionalControl_Perc_Rank,Initiate_TScore,Initiate_Perc_Rank,WorkingMemory_TScore,WorkingMemory_Perc_Rank,PlanOrganize_TScore,PlanOrganize_Perc_Rank,TaskMonitor_TScore,TaskMonitor_Perc_Rank,OrgMaterials_TScore,OrgMaterials_Perc_Rank,BehaviorRegulation_TScore,BehaviorRegulation_Perc_Rank,EmotionRegulation_TScore,EmotionRegulation_Perc_Rank,CognitiveRegulation_TScore,CognitiveRegulation_Perc_Rank,GlobalExecutive_TScore,GlobalExecutive_Perc_Rank
180,,,,,,,,,,,,,,,,,,,,,,,,,>90,>99
179,,,,,,,,,,,,,,,,,,,,,,,,,>90,>99
178,,,,,,,,,,,,,,,,,,,,,,,,,90,>99
177,,,,,,,,,,,,,,,,,,,,,,,,,90,>99
176,,,,,,,,,,,,,,,,,,,,,,,,,89,>99
175,,,,,,,,,,,,,,,,,,,,,,,,,89,>99
174,,,,,,,,,,,,,,,,,,,,,,,,,88,>99
173,,,,,,,,,,,,,,,,,,,,,,,,,88,>99
172,,,,,,,,,,,,,,,,,,,,,,,,,87,>99
171,,,,,,,,,,,,,,,,,,,,,,,,,87,>99
170,,,,,,,,,,,,,,,,,,,,,,,,,86,>99
169,,,,,,,,,,,,,,,,,,,,,,,,,86,99
168,,,,,,,,,,,,,,,,,,,,,,,,,85,99
167,,,,,,,,,,,,,,,,,,,,,,,,,85,99
166,,,,,,,,,,,,,,,,,,,,,,,,,84,99
165,,,,,,,,,,,,,,,,,,,,,,,,,84,99
164,,,,,,,,,,,,,,,,,,,,,,,,,84,99
163,,,,,,,,,,,,,,,,,,,,,,,,,83,99
162,,,,,,,,,,,,,,,,,,,,,,,,,83,99
161,,,,,,,,,,,,,,,,,,,,,,,,,82,99
160,,,,,,,,,,,,,,,,,,,,,,,,,82,99
159,,,,,,,,,,,,,,,,,,,,,,,,,81,99
158,,,,,,,,,,,,,,,,,,,,,,,,,81,99
157,,,,,,,,,,,,,,,,,,,,,,,,,80,99
156,,,,,,,,,,,,,,,,,,,,,,,,,80,99
155,,,,,,,,,,,,,,,,,,,,,,,,,79,99
154,,,,,,,,,,,,,,,,,,,,,,,,,79,99
153,,,,,,,,,,,,,,,,,,,,,,,,,78,99
152,,,,,,,,,,,,,,,,,,,,,,,,,78,99
151,,,,,,,,,,,,,,,,,,,,,,,,,77,98
150,,,,,,,,,,,,,,,,,,,,,,,,,77,98
149,,,,,,,,,,,,,,,,,,,,,,,,,76,97
148,,,,,,,,,,,,,,,,,,,,,,,,,76,97
147,,,,,,,,,,,,,,,,,,,,,,,,,76,97
146,,,,,,,,,,,,,,,,,,,,,,,,,75,95
145,,,,,,,,,,,,,,,,,,,,,,,,,75,95
144,,,,,,,,,,,,,,,,,,,,,,,,,74,95
143,,,,,,,,,,,,,,,,,,,,,,,,,74,95
142,,,,,,,,,,,,,,,,,,,,,,,,,73,93
141,,,,,,,,,,,,,,,,,,,,,,,,,73,93
140,,,,,,,,,,,,,,,,,,,,,,,,,72,93
139,,,,,,,,,,,,,,,,,,,,,,,,,72,93
138,,,,,,,,,,,,,,,,,,,,,,,,,71,93
137,,,,,,,,,,,,,,,,,,,,,,,,,71,93
136,,,,,,,,,,,,,,,,,,,,,,,,,70,93
135,,,,,,,,,,,,,,,,,,,,,,,,,70,93
134,,,,,,,,,,,,,,,,,,,,,,,,,69,91
133,,,,,,,,,,,,,,,,,,,,,,,,,69,91
132,,,,,,,,,,,,,,,,,,,,,,,,,69,91
131,,,,,,,,,,,,,,,,,,,,,,,,,68,90
130,,,,,,,,,,,,,,,,,,,,,,,,,68,90
129,,,,,,,,,,,,,,,,,,,,,,,,,67,89
128,,,,,,,,,,,,,,,,,,,,,,,,,67,89
127,,,,,,,,,,,,,,,,,,,,,,,,,66,88
126,,,,,,,,,,,,,,,,,,,,,,,,,66,88
125,,,,,,,,,,,,,,,,,,,,,,,,,65,87
124,,,,,,,,,,,,,,,,,,,,,,,,,65,87
123,,,,,,,,,,,,,,,,,,,,,,,,,64,87
122,,,,,,,,,,,,,,,,,,,,,,,,,64,87
121,,,,,,,,,,,,,,,,,,,,,,,,,63,87
120,,,,,,,,,,,,,,,,,,,,,,,,,63,87
119,,,,,,,,,,,,,,,,,,,,,,,,,62,83
118,,,,,,,,,,,,,,,,,,,,,,,,,62,83
117,,,,,,,,,,,,,,,,,,,,,,,,,61,83
116,,,,,,,,,,,,,,,,,,,,,,,,,61,83
115,,,,,,,,,,,,,,,,,,,,,,,,,61,83
114,,,,,,,,,,,,,,,,,,,,,,,,,60,81
113,,,,,,,,,,,,,,,,,,,,,,,,,60,81
112,,,,,,,,,,,,,,,,,,,,,,,,,59,81
111,,,,,,,,,,,,,,,,,,,,,,,,,59,81
110,,,,,,,,,,,,,,,,,,,,,,,,,58,77
109,,,,,,,,,,,,,,,,,,,,,,,,,58,77
108,,,,,,,,,,,,,,,,,,,,,,,,,57,75
107,,,,,,,,,,,,,,,,,,,,,,,,,57,75
106,,,,,,,,,,,,,,,,,,,,,,,,,56,72
105,,,,,,,,,,,,,,,,,,,,,,,,,56,72
104,,,,,,,,,,,,,,,,,,,,,,,,,55,68
103,,,,,,,,,,,,,,,,,,,,,,,,,55,68
102,,,,,,,,,,,,,,,,,,,,,,,,,55,68
101,,,,,,,,,,,,,,,,,,,,,,,,,54,65
100,,,,,,,,,,,,,,,,,,,,,,,,,54,65
99,,,,,,,,,,,,,,,,,,,,,,,,,53,63
98,,,,,,,,,,,,,,,,,,,,,,,,,53,63
97,,,,,,,,,,,,,,,,,,,,,,,,,52,62
96,,,,,,,,,,,,,,,,,,,,,,,80,>99,51,60
95,,,,,,,,,,,,,,,,,,,,,,,79,>99,51,60
94,,,,,,,,,,,,,,,,,,,,,,,78,>99,50,58
93,,,,,,,,,,,,,,,,,,,,,,,77,>99,50,58
92,,,,,,,,,,,,,,,,,,,,,,,77,>99,49,52
91,,,,,,,,,,,,,,,,,,,,,,,76,99,49,52
90,,,,,,,,,,,,,,,,,,,,,,,75,99,49,52
89,,,,,,,,,,,,,,,,,,,,,,,75,99,48,47
88,,,,,,,,,,,,,,,,,,,,,,,74,99,47,45
87,,,,,,,,,,,,,,,,,,,,,,,73,99,47,45
86,,,,,,,,,,,,,,,,,,,,,,,73,99,47,45
85,,,,,,,,,,,,,,,,,,,,,,,72,99,47,45
84,,,,,,,,,,,,,,,,,,,,,,,71,99,46,39
83,,,,,,,,,,,,,,,,,,,,,,,71,99,45,38
82,,,,,,,,,,,,,,,,,,,,,,,70,96,45,38
81,,,,,,,,,,,,,,,,,,,,,,,69,96,45,38
80,,,,,,,,,,,,,,,,,,,,,,,69,96,44,34
79,,,,,,,,,,,,,,,,,,,,,,,68,95,44,34
78,,,,,,,,,,,,,,,,,,,,,,,67,93,43,31
77,,,,,,,,,,,,,,,,,,,,,,,67,93,43,31
76,,,,,,,,,,,,,,,,,,,,,,,66,90,43,31
75,,,,,,,,,,,,,,,,,,,,,,,65,90,42,27
74,,,,,,,,,,,,,,,,,,,,,,,65,90,42,27
73,,,,,,,,,,,,,,,,,,,,,,,64,88,41,23
72,,,,,,,,,,,,,,,,,,,,,,,63,88,41,23
71,,,,,,,,,,,,,,,,,,,,,,,62,87,41,23
70,,,,,,,,,,,,,,,,,,,,,,,62,87,40,17
69,,,,,,,,,,,,,,,,,,,,,,,61,86,40,17
68,,,,,,,,,,,,,,,,,,,,,,,60,84,39,16
67,,,,,,,,,,,,,,,,,,,,,,,60,84,39,16
66,,,,,,,,,,,,,,,,,,,,,,,59,84,39,16
65,,,,,,,,,,,,,,,,,,,,,,,58,83,38,12
64,,,,,,,,,,,,,,,,,,,,,,,58,83,38,12
63,,,,,,,,,,,,,,,,,,,,,,,57,79,37,3
62,,,,,,,,,,,,,,,,,,,,,,,56,77,37,3
61,,,,,,,,,,,,,,,,,,,,,,,56,77,36,3
60,,,,,,,,,,,,,,,,,,,,,,,55,72,36,3
59,,,,,,,,,,,,,,,,,,,,,,,54,71,,
58,,,,,,,,,,,,,,,,,,,,,,,54,71,,
57,,,,,,,,,,,,,,,,,,,,,,,53,66,,
56,,,,,,,,,,,,,,,,,,,,,,,52,61,,
55,,,,,,,,,,,,,,,,,,,,,,,52,61,,
54,,,,,,,,,,,,,,,,,,,,,,,51,57,,
53,,,,,,,,,,,,,,,,,,,,,,,50,54,,
52,,,,,,,,,,,,,,,,,,,,,,,50,54,,
51,,,,,,,,,,,,,,,,,,,,,,,49,49,,
50,,,,,,,,,,,,,,,,,,,,,,,48,47,,
49,,,,,,,,,,,,,,,,,,,,,,,47,45,,
48,,,,,,,,,,,,,,,,,,,,,90,>99,47,45,,
47,,,,,,,,,,,,,,,,,,,,,88,>99,46,41,,
46,,,,,,,,,,,,,,,,,,,,,87,>99,45,40,,
45,,,,,,,,,,,,,,,,,,,,,85,>99,45,40,,
44,,,,,,,,,,,,,,,,,,,,,84,>99,44,36,,
43,,,,,,,,,,,,,,,,,,,,,82,99,43,34,,
42,,,,,,,,,,,,,,,,,,,,,80,99,43,34,,
41,,,,,,,,,,,,,,,,,,,,,79,99,42,26,,
40,,,,,,,,,,,,,,,,,,,,,77,99,41,24,,
39,,,,,,,,,,,,,,,,,,,,,76,99,41,24,,
38,,,,,,,,,,,,,,,,,,,,,74,98,40,21,,
37,,,,,,,,,,,,,,,,,,,,,72,96,39,19,,
36,,,,,,,,,,,,,,,,,,,82,>99,71,96,39,19,,
35,,,,,,,,,,,,,,,,,,,80,>99,69,95,38,14,,
34,,,,,,,,,,,,,,,,,,,77,99,68,94,37,12,,
33,,,,,,,,,,,,,,,,,,,76,99,66,93,37,12,,
32,,,,,,,,,,,,,,,,,,,73,99,65,90,36,2,,
31,,,,,,,,,,,,,,,,,,,72,97,63,89,,,,
30,,,,,,,,,,,,,,,,,,,70,95,61,86,,,,
29,,,,,,,,,,,,,,,,,,,68,94,60,83,,,,
28,,,,,,,,,,,,,,,,,,,66,93,58,80,,,,
27,,,,,,,,,,,,,,,,,,,64,90,57,78,,,,
26,,,,,,,,,,,,,,,,,,,63,89,55,75,,,,
25,,,,,,,,,,,,,,,,,,,61,86,53,75,,,,
24,79,>99,,,>90,>99,84,>99,,,80,>99,79,>99,,,,,59,83,52,69,,,,
23,77,>99,,,88,>99,81,>99,,,77,>99,76,>99,,,,,57,81,50,66,,,,
22,75,99,,,85,>99,78,>99,,,74,99,73,99,,,,,55,75,49,60,,,,
21,72,96,,,82,99,76,97,,,72,97,71,98,,,,,54,70,47,52,,,,
20,69,94,,,79,99,73,96,,,69,94,68,96,,,,,52,66,45,45,,,,
19,66,93,,,76,98,70,96,,,66,90,66,94,,,,,50,61,44,36,,,,
18,64,91,,,72,97,67,93,,,64,86,63,88,,,76,>99,48,55,42,30,,,,
17,61,88,,,69,97,65,93,,,63,84,60,86,,,73,98,46,47,41,23,,,,
16,59,84,,,66,94,62,88,,,59,78,58,82,,,70,97,45,40,39,14,,,,
15,56,79,,,62,90,59,84,79,>99,55,74,55,73,73,>99,67,93,43,34,,,,,,
14,53,71,,,59,85,57,79,75,>99,52,68,52,66,69,97,63,90,41,25,,,,,,
13,51,63,,,56,77,54,74,71,99,50,57,50,57,66,94,60,86,39,20,,,,,,
12,48,53,78,>99,52,69,51,67,67,96,49,51,47,50,62,91,57,82,37,6,,,,,,
11,45,43,74,97,49,62,48,60,63,90,45,44,45,40,58,84,54,74,,,,,,,,
10,43,35,68,97,46,51,46,52,59,87,43,36,42,32,54,75,50,63,,,,,,,,
9,40,24,63,90,43,36,43,38,55,71,41,31,39,21,50,56,47,53,,,,,,,,
8,38,12,58,87,39,20,40,26,50,61,38,18,37,12,46,47,45,37,,,,,,,,
7,,,54,75,,,,,46,47,,,,,44,36,42,25,,,,,,,,
6,,,49,60,,,,,42,36,,,,,39,19,38,17,,,,,,,,
5,,,44,45,,,,,38,23,,,,,35,10,,,,,,,,,,
4,,,39,25,,,,,,,,,,,,,,,,,,,,,,
