RawScore,Inhibit_TScore,Inhibit_Perc_Rank,SelfMonitor_TScore,SelfMonitor_Perc_Rank,Shift_TScore,Shift_Perc_Rank,EmotionalControl_TScore,EmotionalControl_Perc_Rank,Initiate_TScore,Initiate_Perc_Rank,WorkingMemory_TScore,WorkingMemory_Perc_Rank,PlanOrganize_TScore,PlanOrganize_Perc_Rank,TaskMonitor_TScore,TaskMonitor_Perc_Rank,OrgMaterials_TScore,OrgMaterials_Perc_Rank,BehaviorRegulation_TScore,BehaviorRegulation_Perc_Rank,EmotionRegulation_TScore,EmotionRegulation_Perc_Rank,CognitiveRegulation_TScore,CognitiveRegulation_Perc_Rank,GlobalExecutive_TScore,GlobalExecutive_Perc_Rank
180,,,,,,,,,,,,,,,,,,,,,,,,,>90,>99
179,,,,,,,,,,,,,,,,,,,,,,,,,>90,>99
178,,,,,,,,,,,,,,,,,,,,,,,,,90,>99
177,,,,,,,,,,,,,,,,,,,,,,,,,90,>99
176,,,,,,,,,,,,,,,,,,,,,,,,,89,>99
175,,,,,,,,,,,,,,,,,,,,,,,,,89,>99
174,,,,,,,,,,,,,,,,,,,,,,,,,88,>99
173,,,,,,,,,,,,,,,,,,,,,,,,,88,>99
172,,,,,,,,,,,,,,,,,,,,,,,,,88,>99
171,,,,,,,,,,,,,,,,,,,,,,,,,87,>99
170,,,,,,,,,,,,,,,,,,,,,,,,,87,>99
169,,,,,,,,,,,,,,,,,,,,,,,,,86,>99
168,,,,,,,,,,,,,,,,,,,,,,,,,86,>99
167,,,,,,,,,,,,,,,,,,,,,,,,,85,>99
166,,,,,,,,,,,,,,,,,,,,,,,,,85,>99
165,,,,,,,,,,,,,,,,,,,,,,,,,84,>99
164,,,,,,,,,,,,,,,,,,,,,,,,,84,>99
163,,,,,,,,,,,,,,,,,,,,,,,,,83,>99
162,,,,,,,,,,,,,,,,,,,,,,,,,83,>99
161,,,,,,,,,,,,,,,,,,,,,,,,,83,>99
160,,,,,,,,,,,,,,,,,,,,,,,,,82,>99
159,,,,,,,,,,,,,,,,,,,,,,,,,82,>99
158,,,,,,,,,,,,,,,,,,,,,,,,,81,>99
157,,,,,,,,,,,,,,,,,,,,,,,,,81,>99
156,,,,,,,,,,,,,,,,,,,,,,,,,80,>99
155,,,,,,,,,,,,,,,,,,,,,,,,,80,>99
154,,,,,,,,,,,,,,,,,,,,,,,,,79,>99
153,,,,,,,,,,,,,,,,,,,,,,,,,79,>99
152,,,,,,,,,,,,,,,,,,,,,,,,,78,>99
151,,,,,,,,,,,,,,,,,,,,,,,,,78,>99
150,,,,,,,,,,,,,,,,,,,,,,,,,78,99
149,,,,,,,,,,,,,,,,,,,,,,,,,77,99
148,,,,,,,,,,,,,,,,,,,,,,,,,77,99
147,,,,,,,,,,,,,,,,,,,,,,,,,76,99
146,,,,,,,,,,,,,,,,,,,,,,,,,76,99
145,,,,,,,,,,,,,,,,,,,,,,,,,75,99
144,,,,,,,,,,,,,,,,,,,,,,,,,75,99
143,,,,,,,,,,,,,,,,,,,,,,,,,74,99
142,,,,,,,,,,,,,,,,,,,,,,,,,74,99
141,,,,,,,,,,,,,,,,,,,,,,,,,73,99
140,,,,,,,,,,,,,,,,,,,,,,,,,73,99
139,,,,,,,,,,,,,,,,,,,,,,,,,72,99
138,,,,,,,,,,,,,,,,,,,,,,,,,72,99
137,,,,,,,,,,,,,,,,,,,,,,,,,72,99
136,,,,,,,,,,,,,,,,,,,,,,,,,71,99
135,,,,,,,,,,,,,,,,,,,,,,,,,71,99
134,,,,,,,,,,,,,,,,,,,,,,,,,70,99
133,,,,,,,,,,,,,,,,,,,,,,,,,70,99
132,,,,,,,,,,,,,,,,,,,,,,,,,70,99
131,,,,,,,,,,,,,,,,,,,,,,,,,69,97
130,,,,,,,,,,,,,,,,,,,,,,,,,69,97
129,,,,,,,,,,,,,,,,,,,,,,,,,68,97
128,,,,,,,,,,,,,,,,,,,,,,,,,68,97
127,,,,,,,,,,,,,,,,,,,,,,,,,67,95
126,,,,,,,,,,,,,,,,,,,,,,,,,67,95
125,,,,,,,,,,,,,,,,,,,,,,,,,66,94
124,,,,,,,,,,,,,,,,,,,,,,,,,66,94
123,,,,,,,,,,,,,,,,,,,,,,,,,65,94
122,,,,,,,,,,,,,,,,,,,,,,,,,65,94
121,,,,,,,,,,,,,,,,,,,,,,,,,64,93
120,,,,,,,,,,,,,,,,,,,,,,,,,64,93
119,,,,,,,,,,,,,,,,,,,,,,,,,63,93
118,,,,,,,,,,,,,,,,,,,,,,,,,63,93
117,,,,,,,,,,,,,,,,,,,,,,,,,63,93
116,,,,,,,,,,,,,,,,,,,,,,,,,62,92
115,,,,,,,,,,,,,,,,,,,,,,,,,62,92
114,,,,,,,,,,,,,,,,,,,,,,,,,61,91
113,,,,,,,,,,,,,,,,,,,,,,,,,61,91
112,,,,,,,,,,,,,,,,,,,,,,,,,60,91
111,,,,,,,,,,,,,,,,,,,,,,,,,60,91
110,,,,,,,,,,,,,,,,,,,,,,,,,59,90
109,,,,,,,,,,,,,,,,,,,,,,,,,59,90
108,,,,,,,,,,,,,,,,,,,,,,,,,58,88
107,,,,,,,,,,,,,,,,,,,,,,,,,58,88
106,,,,,,,,,,,,,,,,,,,,,,,,,57,86
105,,,,,,,,,,,,,,,,,,,,,,,,,57,86
104,,,,,,,,,,,,,,,,,,,,,,,,,56,86
103,,,,,,,,,,,,,,,,,,,,,,,,,56,86
102,,,,,,,,,,,,,,,,,,,,,,,,,56,86
101,,,,,,,,,,,,,,,,,,,,,,,,,55,83
100,,,,,,,,,,,,,,,,,,,,,,,,,55,83
99,,,,,,,,,,,,,,,,,,,,,,,,,54,81
98,,,,,,,,,,,,,,,,,,,,,,,,,54,81
97,,,,,,,,,,,,,,,,,,,,,,,,,53,76
96,,,,,,,,,,,,,,,,,,,,,,,87,>99,53,76
95,,,,,,,,,,,,,,,,,,,,,,,86,>99,52,71
94,,,,,,,,,,,,,,,,,,,,,,,85,>99,52,71
93,,,,,,,,,,,,,,,,,,,,,,,85,>99,51,69
92,,,,,,,,,,,,,,,,,,,,,,,84,>99,51,69
91,,,,,,,,,,,,,,,,,,,,,,,83,>99,50,65
90,,,,,,,,,,,,,,,,,,,,,,,82,>99,50,65
89,,,,,,,,,,,,,,,,,,,,,,,81,>99,49,64
88,,,,,,,,,,,,,,,,,,,,,,,81,>99,49,64
87,,,,,,,,,,,,,,,,,,,,,,,80,>99,49,64
86,,,,,,,,,,,,,,,,,,,,,,,79,>99,48,60
85,,,,,,,,,,,,,,,,,,,,,,,78,>99,48,60
84,,,,,,,,,,,,,,,,,,,,,,,77,>99,47,52
83,,,,,,,,,,,,,,,,,,,,,,,77,>99,47,52
82,,,,,,,,,,,,,,,,,,,,,,,76,>99,46,48
81,,,,,,,,,,,,,,,,,,,,,,,75,99,46,48
80,,,,,,,,,,,,,,,,,,,,,,,74,99,45,42
79,,,,,,,,,,,,,,,,,,,,,,,74,99,45,42
78,,,,,,,,,,,,,,,,,,,,,,,73,99,45,42
77,,,,,,,,,,,,,,,,,,,,,,,72,99,44,32
76,,,,,,,,,,,,,,,,,,,,,,,71,99,44,32
75,,,,,,,,,,,,,,,,,,,,,,,70,99,43,29
74,,,,,,,,,,,,,,,,,,,,,,,70,99,43,29
73,,,,,,,,,,,,,,,,,,,,,,,69,99,42,25
72,,,,,,,,,,,,,,,,,,,,,,,68,98,42,25
71,,,,,,,,,,,,,,,,,,,,,,,67,98,41,23
70,,,,,,,,,,,,,,,,,,,,,,,66,95,41,23
69,,,,,,,,,,,,,,,,,,,,,,,66,95,40,20
68,,,,,,,,,,,,,,,,,,,,,,,65,95,40,20
67,,,,,,,,,,,,,,,,,,,,,,,64,94,39,14
66,,,,,,,,,,,,,,,,,,,,,,,63,94,39,14
65,,,,,,,,,,,,,,,,,,,,,,,62,93,39,14
64,,,,,,,,,,,,,,,,,,,,,,,62,93,38,12
63,,,,,,,,,,,,,,,,,,,,,,,61,92,37,10
62,,,,,,,,,,,,,,,,,,,,,,,60,92,37,10
61,,,,,,,,,,,,,,,,,,,,,,,59,92,36,3
60,,,,,,,,,,,,,,,,,,,,,,,58,91,36,3
59,,,,,,,,,,,,,,,,,,,,,,,58,91,,
58,,,,,,,,,,,,,,,,,,,,,,,57,89,,
57,,,,,,,,,,,,,,,,,,,,,,,56,87,,
56,,,,,,,,,,,,,,,,,,,,,,,55,84,,
55,,,,,,,,,,,,,,,,,,,,,,,54,84,,
54,,,,,,,,,,,,,,,,,,,,,,,54,84,,
53,,,,,,,,,,,,,,,,,,,,,,,53,80,,
52,,,,,,,,,,,,,,,,,,,,,,,52,75,,
51,,,,,,,,,,,,,,,,,,,,,,,51,73,,
50,,,,,,,,,,,,,,,,,,,,,,,51,73,,
49,,,,,,,,,,,,,,,,,,,,,,,50,71,,
48,,,,,,,,,,,,,,,,,,,,,>90,>99,49,68,,
47,,,,,,,,,,,,,,,,,,,,,>90,>99,48,66,,
46,,,,,,,,,,,,,,,,,,,,,89,>99,47,62,,
45,,,,,,,,,,,,,,,,,,,,,87,>99,47,62,,
44,,,,,,,,,,,,,,,,,,,,,86,>99,46,56,,
43,,,,,,,,,,,,,,,,,,,,,84,>99,45,50,,
42,,,,,,,,,,,,,,,,,,,,,82,>99,44,46,,
41,,,,,,,,,,,,,,,,,,,,,81,>99,43,39,,
40,,,,,,,,,,,,,,,,,,,,,79,99,43,39,,
39,,,,,,,,,,,,,,,,,,,,,76,99,42,31,,
38,,,,,,,,,,,,,,,,,,,,,74,99,41,26,,
37,,,,,,,,,,,,,,,,,,,,,73,97,40,23,,
36,,,,,,,,,,,,,,,,,,,89,>99,71,96,40,23,,
35,,,,,,,,,,,,,,,,,,,87,>99,69,96,39,15,,
34,,,,,,,,,,,,,,,,,,,85,>99,68,96,38,11,,
33,,,,,,,,,,,,,,,,,,,82,>99,66,95,38,11,,
32,,,,,,,,,,,,,,,,,,,80,>99,65,95,36,6,,
31,,,,,,,,,,,,,,,,,,,78,99,63,94,,,,
30,,,,,,,,,,,,,,,,,,,76,99,61,91,,,,
29,,,,,,,,,,,,,,,,,,,74,99,60,90,,,,
28,,,,,,,,,,,,,,,,,,,71,98,58,86,,,,
27,,,,,,,,,,,,,,,,,,,69,95,57,82,,,,
26,,,,,,,,,,,,,,,,,,,67,93,55,77,,,,
25,,,,,,,,,,,,,,,,,,,65,91,54,73,,,,
24,87,>99,,,>90,>99,83,>99,,,83,>99,79,>99,,,,,63,89,52,67,,,,
23,84,99,,,90,>99,80,>99,,,80,>99,77,>99,,,,,60,88,51,63,,,,
22,81,99,,,87,>99,77,99,,,77,>99,74,>99,,,,,58,82,49,58,,,,
21,78,99,,,84,99,75,99,,,75,99,71,>99,,,,,56,77,47,52,,,,
20,74,99,,,80,99,72,98,,,72,97,69,99,,,,,54,72,46,46,,,,
19,71,97,,,77,98,70,96,,,69,97,66,99,,,,,52,64,44,35,,,,
18,68,95,,,72,97,67,95,,,66,94,63,97,,,77,>99,49,58,42,30,,,,
17,65,94,,,71,97,64,92,,,64,94,61,95,,,74,>99,47,50,40,25,,,,
16,62,90,,,67,97,62,91,,,61,92,58,94,,,71,>99,45,41,39,14,,,,
15,59,86,,,62,95,59,85,84,>99,58,90,56,91,77,>99,67,>99,43,30,,,,,,
14,55,77,,,61,91,56,80,79,>99,55,86,53,88,73,99,64,99,41,23,,,,,,
13,52,69,,,56,81,54,74,75,99,53,79,50,78,69,99,61,97,38,16,,,,,,
12,49,58,79,>99,53,75,51,67,70,99,50,70,48,72,65,97,58,93,36,8,,,,,,
11,46,44,74,>99,49,60,48,59,66,99,47,60,46,64,61,95,57,91,,,,,,,,
10,43,33,69,99,46,49,46,52,61,93,44,47,43,49,57,91,53,83,,,,,,,,
9,40,20,64,96,43,36,43,41,57,86,42,33,40,40,53,84,49,73,,,,,,,,
8,36,12,59,91,39,22,40,29,52,78,39,20,37,18,49,71,46,50,,,,,,,,
7,,,54,78,,,,,48,67,,,,,47,55,42,28,,,,,,,,
6,,,49,62,,,,,43,50,,,,,41,35,37,19,,,,,,,,
5,,,44,48,,,,,39,29,,,,,38,20,,,,,,,,,,
4,,,39,26,,,,,,,,,,,,,,,,,,,,,,
