RawScore,Inhibit_TScore,Inhibit_Perc_Rank,SelfMonitor_TScore,SelfMonitor_Perc_Rank,Shift_TScore,Shift_Perc_Rank,EmotionalControl_TScore,EmotionalControl_Perc_Rank,Initiate_TScore,Initiate_Perc_Rank,WorkingMemory_TScore,WorkingMemory_Perc_Rank,PlanOrganize_TScore,PlanOrganize_Perc_Rank,TaskMonitor_TScore,TaskMonitor_Perc_Rank,OrgMaterials_TScore,OrgMaterials_Perc_Rank,BehaviorRegulation_TScore,BehaviorRegulation_Perc_Rank,EmotionRegulation_TScore,EmotionRegulation_Perc_Rank,CognitiveRegulation_TScore,CognitiveRegulation_Perc_Rank,GlobalExecutive_TScore,GlobalExecutive_Perc_Rank
180,,,,,,,,,,,,,,,,,,,,,,,,,>90,>99
179,,,,,,,,,,,,,,,,,,,,,,,,,>90,>99
178,,,,,,,,,,,,,,,,,,,,,,,,,90,>99
177,,,,,,,,,,,,,,,,,,,,,,,,,90,>99
176,,,,,,,,,,,,,,,,,,,,,,,,,89,>99
175,,,,,,,,,,,,,,,,,,,,,,,,,89,>99
174,,,,,,,,,,,,,,,,,,,,,,,,,88,>99
173,,,,,,,,,,,,,,,,,,,,,,,,,88,>99
172,,,,,,,,,,,,,,,,,,,,,,,,,88,>99
171,,,,,,,,,,,,,,,,,,,,,,,,,87,>99
170,,,,,,,,,,,,,,,,,,,,,,,,,87,>99
169,,,,,,,,,,,,,,,,,,,,,,,,,86,>99
168,,,,,,,,,,,,,,,,,,,,,,,,,86,>99
167,,,,,,,,,,,,,,,,,,,,,,,,,85,>99
166,,,,,,,,,,,,,,,,,,,,,,,,,85,>99
165,,,,,,,,,,,,,,,,,,,,,,,,,84,>99
164,,,,,,,,,,,,,,,,,,,,,,,,,84,>99
163,,,,,,,,,,,,,,,,,,,,,,,,,83,>99
162,,,,,,,,,,,,,,,,,,,,,,,,,83,>99
161,,,,,,,,,,,,,,,,,,,,,,,,,83,>99
160,,,,,,,,,,,,,,,,,,,,,,,,,82,>99
159,,,,,,,,,,,,,,,,,,,,,,,,,82,>99
158,,,,,,,,,,,,,,,,,,,,,,,,,81,>99
157,,,,,,,,,,,,,,,,,,,,,,,,,81,>99
156,,,,,,,,,,,,,,,,,,,,,,,,,80,>99
155,,,,,,,,,,,,,,,,,,,,,,,,,80,99
154,,,,,,,,,,,,,,,,,,,,,,,,,79,99
153,,,,,,,,,,,,,,,,,,,,,,,,,79,99
152,,,,,,,,,,,,,,,,,,,,,,,,,78,99
151,,,,,,,,,,,,,,,,,,,,,,,,,78,99
150,,,,,,,,,,,,,,,,,,,,,,,,,78,99
149,,,,,,,,,,,,,,,,,,,,,,,,,77,99
148,,,,,,,,,,,,,,,,,,,,,,,,,77,99
147,,,,,,,,,,,,,,,,,,,,,,,,,76,99
146,,,,,,,,,,,,,,,,,,,,,,,,,76,99
145,,,,,,,,,,,,,,,,,,,,,,,,,75,99
144,,,,,,,,,,,,,,,,,,,,,,,,,75,99
143,,,,,,,,,,,,,,,,,,,,,,,,,74,99
142,,,,,,,,,,,,,,,,,,,,,,,,,74,99
141,,,,,,,,,,,,,,,,,,,,,,,,,73,97
140,,,,,,,,,,,,,,,,,,,,,,,,,73,97
139,,,,,,,,,,,,,,,,,,,,,,,,,72,97
138,,,,,,,,,,,,,,,,,,,,,,,,,72,97
137,,,,,,,,,,,,,,,,,,,,,,,,,72,97
136,,,,,,,,,,,,,,,,,,,,,,,,,71,96
135,,,,,,,,,,,,,,,,,,,,,,,,,71,96
134,,,,,,,,,,,,,,,,,,,,,,,,,70,95
133,,,,,,,,,,,,,,,,,,,,,,,,,70,95
132,,,,,,,,,,,,,,,,,,,,,,,,,70,95
131,,,,,,,,,,,,,,,,,,,,,,,,,69,95
130,,,,,,,,,,,,,,,,,,,,,,,,,69,95
129,,,,,,,,,,,,,,,,,,,,,,,,,68,94
128,,,,,,,,,,,,,,,,,,,,,,,,,68,94
127,,,,,,,,,,,,,,,,,,,,,,,,,67,94
126,,,,,,,,,,,,,,,,,,,,,,,,,67,94
125,,,,,,,,,,,,,,,,,,,,,,,,,66,92
124,,,,,,,,,,,,,,,,,,,,,,,,,66,92
123,,,,,,,,,,,,,,,,,,,,,,,,,65,91
122,,,,,,,,,,,,,,,,,,,,,,,,,65,91
121,,,,,,,,,,,,,,,,,,,,,,,,,64,90
120,,,,,,,,,,,,,,,,,,,,,,,,,64,90
119,,,,,,,,,,,,,,,,,,,,,,,,,63,90
118,,,,,,,,,,,,,,,,,,,,,,,,,63,90
117,,,,,,,,,,,,,,,,,,,,,,,,,63,90
116,,,,,,,,,,,,,,,,,,,,,,,,,62,90
115,,,,,,,,,,,,,,,,,,,,,,,,,62,90
114,,,,,,,,,,,,,,,,,,,,,,,,,61,89
113,,,,,,,,,,,,,,,,,,,,,,,,,61,89
112,,,,,,,,,,,,,,,,,,,,,,,,,60,86
111,,,,,,,,,,,,,,,,,,,,,,,,,60,86
110,,,,,,,,,,,,,,,,,,,,,,,,,59,83
109,,,,,,,,,,,,,,,,,,,,,,,,,59,83
108,,,,,,,,,,,,,,,,,,,,,,,,,58,81
107,,,,,,,,,,,,,,,,,,,,,,,,,58,81
106,,,,,,,,,,,,,,,,,,,,,,,,,57,80
105,,,,,,,,,,,,,,,,,,,,,,,,,57,80
104,,,,,,,,,,,,,,,,,,,,,,,,,56,75
103,,,,,,,,,,,,,,,,,,,,,,,,,56,75
102,,,,,,,,,,,,,,,,,,,,,,,,,56,71
101,,,,,,,,,,,,,,,,,,,,,,,,,55,71
100,,,,,,,,,,,,,,,,,,,,,,,,,55,71
99,,,,,,,,,,,,,,,,,,,,,,,,,54,69
98,,,,,,,,,,,,,,,,,,,,,,,,,54,69
97,,,,,,,,,,,,,,,,,,,,,,,,,53,66
96,,,,,,,,,,,,,,,,,,,,,,,87,>99,53,66
95,,,,,,,,,,,,,,,,,,,,,,,86,>99,52,64
94,,,,,,,,,,,,,,,,,,,,,,,85,>99,52,64
93,,,,,,,,,,,,,,,,,,,,,,,85,>99,51,61
92,,,,,,,,,,,,,,,,,,,,,,,84,>99,51,61
91,,,,,,,,,,,,,,,,,,,,,,,83,>99,51,61
90,,,,,,,,,,,,,,,,,,,,,,,82,>99,50,58
89,,,,,,,,,,,,,,,,,,,,,,,81,>99,50,58
88,,,,,,,,,,,,,,,,,,,,,,,81,>99,49,54
87,,,,,,,,,,,,,,,,,,,,,,,80,>99,49,54
86,,,,,,,,,,,,,,,,,,,,,,,79,99,48,48
85,,,,,,,,,,,,,,,,,,,,,,,78,99,48,48
84,,,,,,,,,,,,,,,,,,,,,,,77,99,47,45
83,,,,,,,,,,,,,,,,,,,,,,,77,99,47,45
82,,,,,,,,,,,,,,,,,,,,,,,76,97,46,43
81,,,,,,,,,,,,,,,,,,,,,,,75,96,46,43
80,,,,,,,,,,,,,,,,,,,,,,,74,95,46,43
79,,,,,,,,,,,,,,,,,,,,,,,74,95,45,40
78,,,,,,,,,,,,,,,,,,,,,,,73,94,45,40
77,,,,,,,,,,,,,,,,,,,,,,,72,94,44,35
76,,,,,,,,,,,,,,,,,,,,,,,71,94,44,35
75,,,,,,,,,,,,,,,,,,,,,,,70,94,43,31
74,,,,,,,,,,,,,,,,,,,,,,,70,94,43,31
73,,,,,,,,,,,,,,,,,,,,,,,69,93,42,29
72,,,,,,,,,,,,,,,,,,,,,,,68,92,42,29
71,,,,,,,,,,,,,,,,,,,,,,,67,92,41,24
70,,,,,,,,,,,,,,,,,,,,,,,66,91,41,24
69,,,,,,,,,,,,,,,,,,,,,,,66,91,40,20
68,,,,,,,,,,,,,,,,,,,,,,,65,90,40,20
67,,,,,,,,,,,,,,,,,,,,,,,64,90,40,20
66,,,,,,,,,,,,,,,,,,,,,,,63,90,39,18
65,,,,,,,,,,,,,,,,,,,,,,,62,88,39,18
64,,,,,,,,,,,,,,,,,,,,,,,62,88,38,13
63,,,,,,,,,,,,,,,,,,,,,,,61,85,38,13
62,,,,,,,,,,,,,,,,,,,,,,,60,82,37,5
61,,,,,,,,,,,,,,,,,,,,,,,59,80,37,5
60,,,,,,,,,,,,,,,,,,,,,,,58,80,36,1
59,,,,,,,,,,,,,,,,,,,,,,,58,80,,
58,,,,,,,,,,,,,,,,,,,,,,,57,78,,
57,,,,,,,,,,,,,,,,,,,,,,,56,78,,
56,,,,,,,,,,,,,,,,,,,,,,,55,76,,
55,,,,,,,,,,,,,,,,,,,,,,,54,73,,
54,,,,,,,,,,,,,,,,,,,,,,,54,73,,
53,,,,,,,,,,,,,,,,,,,,,,,53,68,,
52,,,,,,,,,,,,,,,,,,,,,,,52,62,,
51,,,,,,,,,,,,,,,,,,,,,,,51,60,,
50,,,,,,,,,,,,,,,,,,,,,,,51,60,,
49,,,,,,,,,,,,,,,,,,,,,,,50,53,,
48,,,,,,,,,,,,,,,,,,,,,>90,>99,49,49,,
47,,,,,,,,,,,,,,,,,,,,,>90,>99,48,48,,
46,,,,,,,,,,,,,,,,,,,,,>90,>99,47,47,,
45,,,,,,,,,,,,,,,,,,,,,89,>99,47,47,,
44,,,,,,,,,,,,,,,,,,,,,87,>99,46,43,,
43,,,,,,,,,,,,,,,,,,,,,85,>99,45,39,,
42,,,,,,,,,,,,,,,,,,,,,84,>99,45,39,,
41,,,,,,,,,,,,,,,,,,,,,82,>99,44,35,,
40,,,,,,,,,,,,,,,,,,,,,80,99,43,33,,
39,,,,,,,,,,,,,,,,,,,,,79,99,42,31,,
38,,,,,,,,,,,,,,,,,,,,,77,99,42,31,,
37,,,,,,,,,,,,,,,,,,,,,75,98,41,26,,
36,,,,,,,,,,,,,,,,,,,>90,>99,73,98,40,21,,
35,,,,,,,,,,,,,,,,,,,89,>99,72,97,39,18,,
34,,,,,,,,,,,,,,,,,,,87,99,70,97,39,18,,
33,,,,,,,,,,,,,,,,,,,84,99,68,95,38,8,,
32,,,,,,,,,,,,,,,,,,,82,99,66,95,37,3,,
31,,,,,,,,,,,,,,,,,,,80,99,65,93,,,,
30,,,,,,,,,,,,,,,,,,,77,99,63,90,,,,
29,,,,,,,,,,,,,,,,,,,75,99,61,86,,,,
28,,,,,,,,,,,,,,,,,,,73,99,58,81,,,,
27,,,,,,,,,,,,,,,,,,,71,98,57,80,,,,
26,,,,,,,,,,,,,,,,,,,69,96,56,75,,,,
25,,,,,,,,,,,,,,,,,,,66,95,54,71,,,,
24,>90,>99,,,>90,>99,83,>99,,,83,>99,79,>99,,,,,64,92,52,69,,,,
23,89,>99,,,>90,>99,80,>99,,,80,99,77,>99,,,,,62,88,51,63,,,,
22,85,99,,,90,>99,78,99,,,78,99,74,99,,,,,60,84,49,56,,,,
21,82,99,,,86,>99,75,99,,,75,99,71,97,,,,,57,81,47,52,,,,
20,79,99,,,83,99,74,99,,,72,99,69,94,,,,,55,77,46,44,,,,
19,75,98,,,79,99,71,99,,,70,97,66,91,,,,,53,70,44,37,,,,
18,72,97,,,76,99,68,95,,,67,95,63,90,,,77,>99,51,61,42,29,,,,
17,68,95,,,72,99,65,93,,,64,92,61,88,,,74,97,48,53,41,25,,,,
16,65,94,,,68,97,62,90,,,61,88,58,85,,,71,96,46,46,39,17,,,,
15,62,89,,,65,92,60,82,84,>99,59,85,56,80,77,>99,67,94,44,35,,,,,,
14,58,85,,,61,88,56,75,79,99,56,78,53,69,73,99,64,92,42,27,,,,,,
13,55,79,,,58,82,54,71,75,99,53,69,50,60,69,96,61,88,39,21,,,,,,
12,51,69,80,>99,54,73,51,63,70,97,51,63,48,50,65,94,58,82,37,11,,,,,,
11,48,55,75,99,50,64,48,57,66,95,48,56,46,41,61,92,57,76,,,,,,,,
10,45,39,70,98,47,52,46,52,61,90,45,47,43,33,57,89,53,67,,,,,,,,
9,41,30,65,96,43,39,43,33,57,80,43,38,40,21,53,77,49,54,,,,,,,,
8,38,15,60,87,40,26,40,26,52,72,40,24,37,11,49,63,46,45,,,,,,,,
7,,,54,74,,,,,48,56,,,,,47,52,42,35,,,,,,,,
6,,,49,58,,,,,44,43,,,,,42,36,39,18,,,,,,,,
5,,,44,45,,,,,39,25,,,,,38,19,,,,,,,,,,
4,,,39,26,,,,,,,,,,,,,,,,,,,,,,
