value,childdomain,parentdomain,totalstress,lifestress
505,,,105,
504,,,105,
503,,,105,
502,,,105,
501,,,105,
500,,,104,
499,,,104,
498,,,104,
497,,,104,
496,,,104,
495,,,104,
494,,,103,
493,,,103,
492,,,103,
491,,,103,
490,,,103,
489,,,102,
488,,,102,
487,,,102,
486,,,102,
485,,,102,
484,,,101,
483,,,101,
482,,,101,
481,,,101,
480,,,101,
479,,,101,
478,,,100,
477,,,100,
476,,,100,
475,,,100,
474,,,100,
473,,,99,
472,,,99,
471,,,99,
470,,,99,
469,,,99,
468,,,98,
467,,,98,
466,,,98,
465,,,98,
464,,,98,
463,,,98,
462,,,97,
461,,,97,
460,,,97,
459,,,97,
458,,,97,
457,,,96,
456,,,96,
455,,,96,
454,,,96,
453,,,96,
452,,,95,
451,,,95,
450,,,95,
449,,,95,
448,,,95,
447,,,95,
446,,,94,
445,,,94,
444,,,94,
443,,,94,
442,,,94,
441,,,93,
440,,,93,
439,,,93,
438,,,93,
437,,,93,
436,,,93,
435,,,92,
434,,,92,
433,,,92,
432,,,92,
431,,,92,
430,,,91,
429,,,91,
428,,,91,
427,,,91,
426,,,91,
425,,,90,
424,,,90,
423,,,90,
422,,,90,
421,,,90,
420,,,90,
419,,,89,
418,,,89,
417,,,89,
416,,,89,
415,,,89,
414,,,88,
413,,,88,
412,,,88,
411,,,88,
410,,,88,
409,,,87,
408,,,87,
407,,,87,
406,,,87,
405,,,87,
404,,,87,
403,,,86,
402,,,86,
401,,,86,
400,,,86,
399,,,86,
398,,,85,
397,,,85,
396,,,85,
395,,,85,
394,,,85,
393,,,84,
392,,,84,
391,,,84,
390,,,84,
389,,,84,
388,,,84,
387,,,83,
386,,,83,
385,,,83,
384,,,83,
383,,,83,
382,,,82,
381,,,82,
380,,,82,
379,,,82,
378,,,82,
377,,,81,
376,,,81,
375,,,81,
374,,,81,
373,,,81,
372,,,81,
371,,,80,
370,,,80,
369,,,80,
368,,,80,
367,,,80,
366,,,79,
365,,,79,
364,,,79,
363,,,79,
362,,,79,
361,,,78,
360,,,78,
359,,,78,
358,,,78,
357,,,78,
356,,,78,
355,,,77,
354,,,77,
353,,,77,
352,,,77,
351,,,77,
350,,,76,
349,,,76,
348,,,76,
347,,,76,
346,,,76,
345,,,76,
344,,,75,
343,,,75,
342,,,75,
341,,,75,
340,,,75,
339,,,74,
338,,,74,
337,,,74,
336,,,74,
335,,,74,
334,,,73,
333,,,73,
332,,,73,
331,,,73,
330,,,73,
329,,,73,
328,,,72,
327,,,72,
326,,,72,
325,,,72,
324,,,72,
323,,,71,
322,,,71,
321,,,71,
320,,,71,
319,,,71,
318,,,70,
317,,,70,
316,,,70,
315,,,70,
314,,,70,
313,,,70,
312,,,69,
311,,,69,
310,,,69,
309,,,69,
308,,,69,
307,,,68,
306,,,68,
305,,,68,
304,,,68,
303,,,68,
302,,,67,
301,,,67,
300,,,67,
299,,,67,
298,,,67,
297,,,67,
296,,,66,
295,,,66,
294,,,66,
293,,,66,
292,,,66,
291,,,65,
290,,,65,
289,,,65,
288,,,65,
287,,,65,
286,,,64,
285,,,64,
284,,,64,
283,,,64,
282,,,64,
281,,,64,
280,,,63,
279,,,63,
278,,,63,
277,,,63,
276,,,63,
275,,,62,
274,,,62,
273,,,62,
272,,,62,
271,,,62,
270,,102,61,
269,,102,61,
268,,102,61,
267,,101,61,
266,,101,61,
265,,101,61,
264,,100,60,
263,,100,60,
262,,100,60,
261,,99,60,
260,,99,60,
259,,99,59,
258,,98,59,
257,,98,59,
256,,98,59,
255,,97,59,
254,,97,59,
253,,97,58,
252,,96,58,
251,,96,58,
250,,96,58,
249,,95,58,
248,,95,57,
247,,95,57,
246,,94,57,
245,,94,57,
244,,94,57,
243,,93,56,
242,,93,56,
241,,93,56,
240,,92,56,
239,,92,56,
238,,92,56,
237,,91,55,
236,,91,55,
235,102,91,55,
234,101,90,55,
233,101,90,55,
232,100,90,54,
231,100,89,54,
230,100,89,54,
229,99,89,54,
228,99,88,54,
227,99,88,53,
226,98,88,53,
225,98,87,53,
224,98,87,53,
223,97,87,53,
222,97,86,53,
221,96,86,52,
220,96,86,52,
219,96,85,52,
218,95,85,52,
217,95,85,52,
216,95,84,51,
215,94,84,51,
214,94,84,51,
213,93,83,51,
212,93,83,51,
211,93,83,50,
210,92,82,50,
209,92,82,50,
208,92,82,50,
207,91,81,50,
206,91,81,50,
205,90,81,49,
204,90,80,49,
203,90,80,49,
202,89,80,49,
201,89,79,49,
200,89,79,48,
199,88,79,48,
198,88,78,48,
197,88,78,48,
196,87,78,48,
195,87,77,47,
194,86,77,47,
193,86,77,47,
192,86,76,47,
191,85,76,47,
190,85,76,47,
189,85,75,46,
188,84,75,46,
187,84,75,46,
186,83,74,46,
185,83,74,46,
184,83,74,45,
183,82,73,45,
182,82,73,45,
181,82,73,45,
180,81,72,45,
179,81,72,45,
178,81,72,44,
177,80,71,44,
176,80,71,44,
175,79,71,44,
174,79,70,44,
173,79,70,43,
172,78,70,43,
171,78,69,43,
170,78,69,43,
169,77,69,43,
168,77,68,42,
167,76,68,42,
166,76,68,42,
165,76,67,42,
164,75,67,42,
163,75,67,42,
162,75,66,41,
161,74,66,41,
160,74,66,41,
159,73,65,41,
