value,childdomain,parentdomain,totalstress,lifestress
505,,,94,
504,,,94,
503,,,93,
502,,,93,
501,,,93,
500,,,93,
499,,,93,
498,,,93,
497,,,92,
496,,,92,
495,,,92,
494,,,92,
493,,,92,
492,,,92,
491,,,92,
490,,,91,
489,,,91,
488,,,91,
487,,,91,
486,,,91,
485,,,91,
484,,,90,
483,,,90,
482,,,90,
481,,,90,
480,,,90,
479,,,90,
478,,,90,
477,,,89,
476,,,89,
475,,,89,
474,,,89,
473,,,89,
472,,,89,
471,,,88,
470,,,88,
469,,,88,
468,,,88,
467,,,88,
466,,,88,
465,,,88,
464,,,87,
463,,,87,
462,,,87,
461,,,87,
460,,,87,
459,,,87,
458,,,87,
457,,,86,
456,,,86,
455,,,86,
454,,,86,
453,,,86,
452,,,86,
451,,,85,
450,,,85,
449,,,85,
448,,,85,
447,,,85,
446,,,85,
445,,,85,
444,,,84,
443,,,84,
442,,,84,
441,,,84,
440,,,84,
439,,,84,
438,,,83,
437,,,83,
436,,,83,
435,,,83,
434,,,83,
433,,,83,
432,,,83,
431,,,82,
430,,,82,
429,,,82,
428,,,82,
427,,,82,
426,,,82,
425,,,81,
424,,,81,
423,,,81,
422,,,81,
421,,,81,
420,,,81,
419,,,81,
418,,,80,
417,,,80,
416,,,80,
415,,,80,
414,,,80,
413,,,80,
412,,,80,
411,,,79,
410,,,79,
409,,,79,
408,,,79,
407,,,79,
406,,,79,
405,,,78,
404,,,78,
403,,,78,
402,,,78,
401,,,78,
400,,,78,
399,,,78,
398,,,77,
397,,,77,
396,,,77,
395,,,77,
394,,,77,
393,,,77,
392,,,76,
391,,,76,
390,,,76,
389,,,76,
388,,,76,
387,,,76,
386,,,76,
385,,,75,
384,,,75,
383,,,75,
382,,,75,
381,,,75,
380,,,75,
379,,,74,
378,,,74,
377,,,74,
376,,,74,
375,,,74,
374,,,74,
373,,,74,
372,,,73,
371,,,73,
370,,,73,
369,,,73,
368,,,73,
367,,,73,
366,,,73,
365,,,72,
364,,,72,
363,,,72,
362,,,72,
361,,,72,
360,,,72,
359,,,71,
358,,,71,
357,,,71,
356,,,71,
355,,,71,
354,,,71,
353,,,71,
352,,,70,
351,,,70,
350,,,70,
349,,,70,
348,,,70,
347,,,70,
346,,,69,
345,,,69,
344,,,69,
343,,,69,
342,,,69,
341,,,69,
340,,,69,
339,,,68,
338,,,68,
337,,,68,
336,,,68,
335,,,68,
334,,,68,
333,,,67,
332,,,67,
331,,,67,
330,,,67,
329,,,67,
328,,,67,
327,,,67,
326,,,66,
325,,,66,
324,,,66,
323,,,66,
322,,,66,
321,,,66,
320,,,65,
319,,,65,
318,,,65,
317,,,65,
316,,,65,
315,,,65,
314,,,65,
313,,,64,
312,,,64,
311,,,64,
310,,,64,
309,,,64,
308,,,64,
307,,,64,
306,,,63,
305,,,63,
304,,,63,
303,,,63,
302,,,63,
301,,,63,
300,,,62,
299,,,62,
298,,,62,
297,,,62,
296,,,62,
295,,,62,
294,,,62,
293,,,61,
292,,,61,
291,,,61,
290,,,61,
289,,,61,
288,,,61,
287,,,60,
286,,,60,
285,,,60,
284,,,60,
283,,,60,
282,,,60,
281,,,60,
280,,,59,
279,,,59,
278,,,59,
277,,,59,
276,,,59,
275,,,59,
274,,,58,
273,,,58,
272,,,58,
271,,,58,
270,,94,58,
269,,93,58,
268,,93,58,
267,,93,57,
266,,92,57,
265,,92,57,
264,,92,57,
263,,92,57,
262,,91,57,
261,,91,57,
260,,91,56,
259,,90,56,
258,,90,56,
257,,90,56,
256,,90,56,
255,,89,56,
254,,89,55,
253,,89,55,
252,,88,55,
251,,88,55,
250,,88,55,
249,,88,55,
248,,87,55,
247,,87,54,
246,,87,54,
245,,87,54,
244,,86,54,
243,,86,54,
242,,86,54,
241,,85,53,
240,,85,53,
239,,85,53,
238,,85,53,
237,,84,53,
236,,84,53,
235,90,84,53,
234,90,83,52,
233,90,83,52,
232,89,83,52,
231,89,83,52,
230,89,82,52,
229,88,82,52,
228,88,82,51,
227,88,81,51,
226,88,81,51,
225,87,81,51,
224,87,81,51,
223,87,80,51,
222,86,80,51,
221,86,80,50,
220,86,79,50,
219,85,79,50,
218,85,79,50,
217,85,79,50,
216,85,78,50,
215,84,78,50,
214,84,78,49,
213,84,78,49,
212,83,77,49,
211,83,77,49,
