value,childdomain,parentdomain,totalstress,lifestress
505,,,92,
504,,,92,
503,,,92,
502,,,92,
501,,,91,
500,,,91,
499,,,91,
498,,,91,
497,,,91,
496,,,91,
495,,,91,
494,,,90,
493,,,90,
492,,,90,
491,,,90,
490,,,90,
489,,,90,
488,,,89,
487,,,89,
486,,,89,
485,,,89,
484,,,89,
483,,,89,
482,,,89,
481,,,88,
480,,,88,
479,,,88,
478,,,88,
477,,,88,
476,,,88,
475,,,87,
474,,,87,
473,,,87,
472,,,87,
471,,,87,
470,,,87,
469,,,86,
468,,,86,
467,,,86,
466,,,86,
465,,,86,
464,,,86,
463,,,86,
462,,,85,
461,,,85,
460,,,85,
459,,,85,
458,,,85,
457,,,85,
456,,,84,
455,,,84,
454,,,84,
453,,,84,
452,,,84,
451,,,84,
450,,,84,
449,,,83,
448,,,83,
447,,,83,
446,,,83,
445,,,83,
444,,,83,
443,,,82,
442,,,82,
441,,,82,
440,,,82,
439,,,82,
438,,,82,
437,,,81,
436,,,81,
435,,,81,
434,,,81,
433,,,81,
432,,,81,
431,,,81,
430,,,80,
429,,,80,
428,,,80,
427,,,80,
426,,,80,
425,,,80,
424,,,79,
423,,,79,
422,,,79,
421,,,79,
420,,,79,
419,,,79,
418,,,79,
417,,,78,
416,,,78,
415,,,78,
414,,,78,
413,,,78,
412,,,78,
411,,,77,
410,,,77,
409,,,77,
408,,,77,
407,,,77,
406,,,77,
405,,,76,
404,,,76,
403,,,76,
402,,,76,
401,,,76,
400,,,76,
399,,,76,
398,,,75,
397,,,75,
396,,,75,
395,,,75,
394,,,75,
393,,,75,
392,,,74,
391,,,74,
390,,,74,
389,,,74,
388,,,74,
387,,,74,
386,,,74,
385,,,73,
384,,,73,
383,,,73,
382,,,73,
381,,,73,
380,,,73,
379,,,72,
378,,,72,
377,,,72,
376,,,72,
375,,,72,
374,,,72,
373,,,71,
372,,,71,
371,,,71,
370,,,71,
369,,,71,
368,,,71,
367,,,71,
366,,,70,
365,,,70,
364,,,70,
363,,,70,
362,,,70,
361,,,70,
360,,,69,
359,,,69,
358,,,69,
357,,,69,
356,,,69,
355,,,69,
354,,,69,
353,,,68,
352,,,68,
351,,,68,
350,,,68,
349,,,68,
348,,,68,
347,,,67,
346,,,67,
345,,,67,
344,,,67,
343,,,67,
342,,,67,
341,,,66,
340,,,66,
339,,,66,
338,,,66,
337,,,66,
336,,,66,
335,,,66,
334,,,65,
333,,,65,
332,,,65,
331,,,65,
330,,,65,
329,,,65,
328,,,64,
327,,,64,
326,,,64,
325,,,64,
324,,,64,
323,,,64,
322,,,64,
321,,,63,
320,,,63,
319,,,63,
318,,,63,
317,,,63,
316,,,63,
315,,,62,
314,,,62,
313,,,62,
312,,,62,
311,,,62,
310,,,62,
309,,,61,
308,,,61,
307,,,61,
306,,,61,
305,,,61,
304,,,61,
303,,,61,
302,,,60,
301,,,60,
300,,,60,
299,,,60,
298,,,60,
297,,,60,
296,,,59,
295,,,59,
294,,,59,
293,,,59,
292,,,59,
291,,,59,
290,,,59,
289,,,58,
288,,,58,
287,,,58,
286,,,58,
285,,,58,
284,,,58,
283,,,57,
282,,,57,
281,,,57,
280,,,57,
279,,,57,
278,,,57,
277,,,56,
276,,,56,
275,,,56,
274,,,56,
273,,,56,
272,,,56,
271,,,56,
270,,88,55,
269,,87,55,
268,,87,55,
267,,87,55,
266,,87,55,
265,,86,55,
264,,86,54,
263,,86,54,
262,,85,54,
261,,85,54,
260,,85,54,
259,,85,54,
258,,84,54,
257,,84,53,
256,,84,53,
255,,84,53,
254,,83,53,
253,,83,53,
252,,83,53,
251,,83,52,
250,,82,52,
249,,82,52,
248,,82,52,
247,,82,52,
246,,81,52,
245,,81,51,
244,,81,51,
243,,80,51,
242,,80,51,
241,,80,51,
240,,80,51,
239,,79,51,
238,,79,50,
237,,79,50,
236,,79,50,
235,95,78,50,
234,94,78,50,
233,94,78,50,
232,94,78,49,
231,93,77,49,
230,93,77,49,
229,93,77,49,
228,92,77,49,
227,92,76,49,
226,92,76,49,
225,91,76,48,
224,91,75,48,
223,91,75,48,
222,90,75,48,
221,90,75,48,
220,89,74,48,
219,89,74,47,
218,89,74,47,
217,88,74,47,
216,88,73,47,
215,88,73,47,
214,87,73,47,
213,87,73,46,
212,87,72,46,
211,86,72,46,
210,86,72,46,
209,86,72,46,
208,85,71,46,
207,85,71,46,
206,85,71,45,
205,84,70,45,
204,84,70,45,
203,83,70,45,
202,83,70,45,
201,83,69,45,
200,82,69,44,
199,82,69,44,
198,82,69,44,
197,81,68,44,
196,81,68,44,
195,81,68,44,
194,80,68,44,
193,80,67,43,
192,80,67,43,
191,79,67,43,
190,79,67,43,
189,79,66,43,
188,78,66,43,
187,78,66,42,
186,77,65,42,
185,77,65,42,
184,77,65,42,
183,76,65,42,
182,76,64,42,
181,76,64,42,
180,75,64,41,
179,75,64,41,
178,75,63,41,
177,74,63,41,
176,74,63,41,
175,74,63,41,
174,73,62,40,
173,73,62,40,
172,73,62,40,
171,72,62,40,
170,72,61,40,
169,71,61,40,
168,71,61,39,
167,71,60,39,
166,70,60,39,
165,70,60,39,
164,70,60,39,
163,69,59,39,
162,69,59,39,
161,69,59,38,
160,68,59,38,
159,68,58,38,
158,68,58,38,
157,67,58,38,
156,67,58,38,
155,66,57,37,
154,66,57,37,
153,66,57,37,
152,65,57,37,
151,65,56,37,
150,65,56,37,
149,64,56,37,
148,64,56,36,
147,64,55,36,
146,63,55,36,
145,63,55,36,
144,63,54,36,
143,62,54,36,
142,62,54,35,
141,62,54,35,
140,61,53,35,
139,61,53,35,
138,60,53,35,
137,60,53,35,
136,60,52,34,
135,59,52,34,
134,59,52,34,
133,59,52,34,
132,58,51,34,
131,58,51,34,
130,58,51,34,
129,57,51,33,
128,57,50,33,
127,57,50,33,
126,56,50,33,
125,56,49,33,
124,56,49,33,
123,55,49,32,
122,55,49,32,
121,54,48,32,
120,54,48,32,
119,54,48,32,
118,53,48,32,
117,53,47,32,
116,53,47,31,
115,52,47,31,
114,52,47,31,
113,52,46,31,
112,51,46,31,
111,51,46,31,
110,51,46,30,
109,50,45,30,
108,50,45,30,
107,50,45,30,
106,49,44,30,
