Raw Score,Scaled Score
0,1
1,1
2,2
3,2
4,3
5,3
6,4
7,4
8,5
9,6
10,6
11,7
12,8
13,9
14,9
15,10
16,11
17,12
18,12
19,13
20,14
21,15
22,16
23,17
24,18
25,19
26,19
27,19
28,19
29,19
30,19
