T,6,7,8,9,10,11,12,13,14,15,16,17,18
>= 90,10+,10+,10+,10+,8+,8+,9+,9+,9+,11+,8+,8+,8+
89,,,,,,,,,,10,,,
88,,,,,,,,,8,,,,
87,,,,9,,7,,,,,,,
86,9,9,9,,,,8,8,,,,,
85,,,,,,,,,,9,7,7,7
84,,,,,7,,,,,,,,
83,,,,,,,,,,,,,
82,,,,8,,,,,7,,,,
81,8,8,8,,,6,7,7,,,,,
80,,,,,,,,,,8,,,
79,,,,,,,,,,,6,6,6
78,,,,,6,,,,,,,,
77,,,,7,,,,,,,,,
76,7,7,7,,,,,,6,,,,
75,,,,,,,6,6,,7,,,
74,,,,,,5,,,,,,,
73,,,,6,,,,,,,5,5,5
72,6,6,6,,5,,,,,,,,
71,,,,,,,,,,6,,,
70,,,,,,,5,,5,,,,
69,,,,,,,,5,,,,,
68,,,,5,,4,,,,,,,
67,5,5,5,,4,,,,,,,4,4
66,,,,,,,,,,5,4,,
65,,,,,,,,,,,,,
64,,,,,,,4,4,4,,,,
63,,,,4,,,,,,,,,
62,4,4,4,,,3,,,,,,,
61,,,,,3,,,,,4,,,
60,,,,,,,,,,,3,3,3
59,,,,,,,3,,3,,,,
58,3,3,3,3,,,,3,,,,,
57,,,,,,,,,,3,,,
56,,,,,,,,,,,,,
55,,,,,2,2,,,,,,,
54,,,,2,,,,,,,2,2,2
53,2,2,2,,,,2,2,2,,,,
52,,,,,,,,,,2,,,
51,,,,,,,,,,,,,
50,,,,,,,,,,,,,
49,,,,1,1,1,,,,,,,
48,1,1,1,,,,1,,,,1,1,1
47,,,,,,,,1,1,1,,,
46,,,,,,,,,,,,,
45,,,,,,,,,,,,,
44,0,0,0,0,,,,,,,,,
43,,,,,0,,,,,0,,,
42,,,,,,0,0,0,,,0,,
41,,,,,,,,,0,,,0,0
<= 40,,,,,,,,,,,,,
