T,6,7,8,9,10,11,12,13,14,15,16,17,18
>= 90,22+,22+,26+,25+,25+,21+,25+,22+,24+,24+,28+,28+,28+
89,,,25,,,,24,21,,,,27,27
88,,,,24,24,20,,,23,23,27,,
87,21,21,24,,,,23,,,,26,26,26
86,,,,23,23,,,20,22,22,,,
85,20,20,23,,,19,22,,,,25,25,25
84,,,,22,22,,,19,,21,,,
83,19,19,22,,,18,21,,21,,24,24,24
82,,,,21,21,,,18,,20,,,
81,,,21,,,,,,20,,23,23,23
80,18,18,,,20,17,20,,,19,22,22,22
79,,,20,20,,,,17,19,,,,
78,17,17,,,19,16,19,,,18,21,21,21
77,,,19,19,,,,16,18,,,,
76,16,16,,,18,,18,,,17,20,20,20
75,,,18,18,,15,,15,17,,,,
74,,,,,17,,17,,,,19,19,19
73,15,15,17,17,,14,,,16,16,18,,
72,,,,,16,,16,14,,,,18,18
71,14,14,16,16,,,,,15,15,17,17,17
70,,,,,15,13,15,13,,,,,
69,13,13,15,15,,,,,14,14,16,16,16
68,,,,,14,12,14,12,,,,,
67,,,14,14,,,,,,13,15,15,15
66,12,12,,,13,,13,,13,,14,,
65,,,13,13,,11,,11,,12,,14,14
64,11,11,,,,,12,,12,,13,,
63,,,12,12,12,10,,10,,11,,13,13
62,10,10,,,,,11,,11,,12,12,12
61,,,11,11,11,,,9,,10,11,,
60,,,,,,9,10,,10,,,11,11
59,9,9,10,10,10,,,,,9,10,,
58,,,,,,8,9,8,9,,,10,10
57,8,8,9,9,9,,,,,,9,,
56,,,,,,,,7,8,8,,9,9
55,7,7,8,8,8,7,8,,,,8,,
54,,,,,,,,6,7,7,7,8,8
53,,,7,7,7,6,7,,,,,7,7
52,6,6,,,,,,,6,6,6,,
51,,,6,6,6,,6,5,,,,6,6
50,5,5,,,,5,,,,5,5,,
49,,,5,5,5,,5,4,5,,,5,5
48,4,4,,,,4,,,,4,4,,
47,,,4,4,4,,4,3,4,,3,4,4
46,,,,,,,,,,3,,,
45,3,3,3,3,3,3,3,,3,,2,3,3
44,,,,,,,,2,,2,,2,2
43,2,2,2,2,2,2,2,,2,,1,,
42,,,,,,,,1,,1,,1,1
41,1,1,1,,1,,1,,1,,0,,
<= 40,0,0,0,1,0,1,0,0,0,0,,0,0
<= 40,,,,0,,0,,,,,,,
