T,6,7,8,9,10,11,12,13,14,15,16,17,18
>= 90,29+,30+,31+,29+,23+,24+,27+,22+,24+,22+,25+,27+,27+
89,,,,28,22,23,26,21,,,24,,
88,28,29,30,,,,,,23,21,,26,26
87,27,,29,27,21,22,25,20,,,23,,
86,,28,,,,,,,22,20,,25,25
85,26,27,28,26,20,21,24,,,,22,24,24
84,,,,,,,,19,21,19,,,
83,25,26,27,25,,20,23,,,,21,23,23
82,,,26,24,19,,,18,20,,,,
81,24,25,,,,,22,,,18,20,22,22
80,,24,25,23,18,19,21,17,19,,,,
79,23,,,,,,,,,17,19,21,21
78,,23,24,22,17,18,20,16,18,,,20,20
77,22,,23,,,,,,,16,18,,
76,21,22,,21,16,17,19,,17,,,19,19
75,,21,22,20,,,,15,,15,17,,
74,20,,,,,16,18,,16,,,18,18
73,,20,21,19,15,,,14,,14,16,,
72,19,,20,,,15,17,,15,,,17,17
71,,19,,18,14,,16,13,,13,15,16,16
70,18,,19,,,14,,,14,,,,
69,,18,,17,13,,15,12,,,14,15,15
68,17,17,18,16,,13,,,13,12,,,
67,,,17,,12,,14,,,,13,14,14
66,16,16,,15,,12,,11,12,11,,,
65,15,,16,,,,13,,,,12,13,13
64,,15,,14,11,11,,10,11,10,11,12,12
63,14,14,15,,,,12,,,,,,
62,,,14,13,10,10,11,9,10,9,10,11,11
61,13,13,,,,,,,,,,,
60,,,13,12,9,9,10,,9,8,9,10,10
59,12,12,,11,,,,8,,,,,
58,,11,12,,8,8,9,,8,7,8,9,9
57,11,,11,10,,,,7,,,,8,8
56,10,10,,,,,8,,7,,7,,
55,,,10,9,7,7,,6,,6,,7,7
54,9,9,9,,,,7,,6,,6,,
53,,8,,8,6,6,,5,,5,,6,6
52,8,,8,7,,,6,,5,,5,,
51,,7,,,5,5,5,,,4,,5,5
50,7,,7,6,,,,4,4,,4,4,4
49,,6,6,,4,4,4,,,3,,,
48,6,,,5,,,,3,3,,3,3,3
47,,5,5,,3,3,3,,,2,,,
46,5,4,,4,,,,2,2,,2,2,2
45,4,,4,3,,2,2,,,1,,,
44,,3,3,,2,,,1,1,,1,1,1
43,3,,,2,,1,1,,,,,0,0
42,,2,2,,1,,0,,0,0,0,,
41,2,1,,1,,0,,0,,,,,
<= 40,1,0,1,0,0,,,,,,,,
<= 40,0,,0,,,,,,,,,,
