T,6,7,8,9,10,11,12,13,14,15,16,17,18
>= 90,25+,26+,26+,23+,27+,27+,29+,28+,27+,22+,26+,24+,24+
89,24,,,,26,26,28,,,,25,23,23
88,,25,25,,,,,27,26,21,,,
87,23,,,22,25,25,27,,,,24,22,22
86,,24,24,,,,,26,25,20,,,
85,,,,21,24,24,26,25,,,23,,
84,22,23,23,,,,,,24,,,21,21
83,,,,,23,23,25,24,,19,22,,
82,21,22,22,20,,,,,23,,,20,20
81,,,,,22,22,24,23,,18,21,,
80,20,21,21,19,,,23,,22,,,19,19
79,,,,,21,21,,22,,17,20,,
78,19,20,20,18,,,22,,21,,,18,18
77,,,,,20,20,,21,,,19,,
76,18,19,19,,,,21,,20,16,,17,17
75,,,,17,19,19,,20,,,18,,
74,17,18,18,,,,20,,19,15,,16,16
73,,,,16,18,18,,19,,,17,,
72,16,17,17,,,,19,,18,,,15,15
71,,,,15,17,17,18,18,,14,16,,
70,,16,16,,,,,,17,,,14,14
69,15,,,,16,16,17,17,16,13,15,,
68,,15,15,14,,,,16,,,,13,13
67,14,,,,15,15,16,,15,,14,,
66,,14,14,13,,,,15,,12,,,
65,13,,,,14,14,15,,14,,13,12,12
64,,13,13,12,,,14,14,,11,,,
63,12,,,,13,13,,,13,,12,11,11
62,,12,12,,,,13,13,,10,,,
61,11,,,11,12,12,,,12,,11,10,10
60,,11,11,,,,12,12,,,,,
59,10,,,10,11,11,,,11,9,10,9,9
58,,10,10,,,,11,11,,,,,
57,,,,,10,10,,,10,8,9,8,8
56,9,9,9,9,,,10,10,,,,,
55,,,,,9,9,9,,9,,8,7,7
54,8,8,8,8,,,,9,,7,,,
53,,,,,8,8,8,,8,,7,6,6
52,7,7,7,7,,,,8,,6,,,
51,,,,,7,7,7,7,7,,6,5,5
50,6,6,6,,,,,,,5,,,
49,,,,6,6,,6,6,6,,5,,
48,5,5,5,,,6,,,,,,4,4
47,,,,5,5,,5,5,5,4,4,,
46,4,4,4,,,5,4,,4,,,3,3
45,,,,4,4,,,4,,3,3,,
44,3,3,3,,,4,3,,3,,,2,2
43,,,,,3,,,3,,,2,,
42,,,,3,,3,2,,2,2,,1,1
41,2,2,2,,2,,,2,,,1,,
<= 40,1,1,1,2,1,2,1,1,1,1,0,0,0
<= 40,0,0,0,1,0,1,0,0,0,0,,,
<= 40,,,,0,,0,,,,,,,
