T,6,7,8,9,10,11,12,13,14,15,16,17,18
>= 90,23+,23+,22+,25+,23+,20+,21+,22+,22+,18+,19+,16+,16+
89,,,21,,22,,,21,21,,,,
88,22,22,,24,,,20,,,17,18,,
87,,,20,,,19,,,,,,15,15
86,,,,23,21,,,20,20,16,,,
85,21,21,,,,18,19,,,,17,,
84,,,19,22,20,,,19,19,,,14,14
83,20,20,,,,,18,,,15,16,,
82,,,18,21,19,17,,18,18,,,,
81,19,19,,,,,,,,,,13,13
80,,,17,20,18,,17,,,14,15,,
79,,,,,,16,,17,17,,,,
78,18,18,,19,,,16,,,,,12,12
77,,,16,,17,15,,16,16,13,14,,
76,17,17,,18,,,15,,,,,,
75,,,15,,16,,,15,15,,13,11,11
74,16,16,,17,,14,,,,12,,,
73,,,,,15,,14,,,,,,
72,15,15,14,16,,13,,14,14,,12,10,10
71,,,,,14,,13,,,11,,,
70,,,13,15,,,,13,13,,11,,
69,14,14,,,,12,12,,,10,,9,9
68,,,12,14,13,,,12,12,,,,
67,13,13,,,,,,,,,10,,
66,,,,13,12,11,11,,,9,,8,8
65,12,12,11,,,,,11,11,,,,
64,,,,12,11,10,10,,,,9,,
63,11,11,10,,,,,10,10,8,,,
62,,,,11,10,,,,,,8,7,7
61,,,,,,9,9,9,9,,,,
60,10,10,9,10,9,,,,,7,,,
59,,,,,,8,8,,,,7,6,6
58,9,9,8,9,,,,8,8,,,,
57,,,,,8,,7,,,6,6,,
56,8,8,7,8,,7,,7,7,,,5,5
55,,,,,7,,,,,5,,,
54,7,7,,7,,,6,6,6,,5,,
53,,,6,,6,6,,,,,,4,4
52,,,,6,,,5,,,4,,,
51,6,6,5,,5,5,,5,5,,4,,
50,,,,5,,,,,,,,3,3
49,5,5,,,,,4,4,4,3,3,,
48,,,4,4,4,4,,,,,,,
47,4,4,,,,,3,3,3,,,2,2
46,,,3,,3,,,,,2,2,,
45,3,3,,3,,3,2,,,,,,
44,,,2,,2,,,2,2,,1,1,1
43,,,,2,,2,,,,1,,,
42,2,2,,,1,,1,1,1,,,,
41,,,1,1,,,,,,,0,0,0
<= 40,1,1,0,0,0,1,0,0,0,0,,,
<= 40,0,0,,,,0,,,,,,,
