T,6,7,8,9,10,11,12,13,14,15,16,17,18
>= 90,23+,27+,,24+,26+,27+,,29+,29+,24+,23+,25+,25+
89,22,26,30,23,25,26,30,28,28,23,,,
88,,,,,,,,,,,22,24,24
87,21,25,29,,24,25,29,27,27,22,,,
86,,,28,22,,,28,,,,21,23,23
85,20,24,,,23,24,,26,26,21,,,
84,,,27,21,,,27,25,,,,22,22
83,,23,,,22,23,,,25,,20,,
82,19,,26,20,,,26,24,,20,,21,21
81,,22,25,,21,22,,,24,,19,,
80,18,,,,,,25,23,,19,,20,20
79,,21,24,19,,21,24,,23,,18,,
78,,,23,,20,,,22,22,18,,19,19
77,17,20,,18,,20,23,,,,,,
76,,,22,,19,,,21,21,17,17,18,18
75,16,19,,17,,19,22,,,,,,
74,,,21,,18,,21,20,20,,16,17,17
73,,18,20,16,,18,,,,16,,,
72,15,,,,17,,20,19,19,,,16,16
71,,17,19,,,17,,18,,15,15,,
70,14,,,15,16,,19,,18,,,15,15
69,,16,18,,,,18,17,,14,14,,
68,13,,17,14,15,16,,,17,,,14,14
67,,15,,,,,17,16,16,,13,,
66,,,16,13,14,15,,,,13,,13,13
65,12,14,15,,,,16,15,15,,,,
64,,,,,13,14,15,,,12,12,12,12
63,11,13,14,12,,,,14,14,,,,
62,,,,,12,13,14,,,11,11,11,11
61,,12,13,11,,,,13,13,,,,
60,10,,12,,,12,13,,,,10,10,10
59,,11,,10,11,,,12,12,10,,,
58,9,10,11,,,11,12,,,,,9,9
57,,,,,10,,11,11,11,9,9,,
56,,9,10,9,,10,,10,10,,,8,8
55,8,,9,,9,,10,,,8,8,,
54,,8,,8,,9,,9,9,,,7,7
53,7,,8,,8,,9,,,7,7,,
52,,7,7,7,,8,8,8,8,,,6,6
51,6,,,,7,,,,,,,,
50,,6,6,,,7,7,7,7,6,6,5,5
49,,,,6,6,,,,,,,,
48,5,5,5,,,6,6,6,6,5,5,,
47,,,4,5,5,,5,,,,,4,4
46,4,4,,,,5,,5,5,4,,,
45,,,3,4,4,,4,,4,,4,3,3
44,,3,,,,4,,4,,,,,
43,3,,2,,3,,3,3,3,3,3,2,2
42,,2,1,3,,,2,,,,,,
41,2,,,,2,3,,2,2,2,2,1,1
<= 40,1,1,0,2,1,2,1,1,1,1,1,0,0
<= 40,0,0,,1,0,1,0,0,0,0,0,,
<= 40,,,,0,,0,,,,,,,
