T,6,7,8,9,10,11,12,13,14,15,16,17,18
>= 90,21+,23+,23+,24+,23+,21+,23+,23+,27+,24+,29+,28+,28+
89,20,22,,23,,20,,,26,23,28,27,27
88,,,22,,22,,22,22,,,27,,
87,,21,,22,,,,,25,22,,26,26
86,19,,21,,21,19,21,21,,,26,,
85,,,,21,,,,,24,21,,25,25
84,18,20,20,,20,,20,20,,,25,24,24
83,,,,20,,18,,,23,20,,,
82,,19,,,19,,,,,,24,23,23
81,17,,19,,,17,19,19,22,,23,,
80,,18,,19,,,,,,19,,22,22
79,16,,18,,18,,18,18,21,,22,,
78,,17,,18,,16,,,,18,,21,21
77,,,17,,17,,17,17,20,,21,,
76,15,,,17,,15,,,19,17,20,20,20
75,,16,16,,16,,16,16,,,,19,19
74,,,,16,,,,,18,16,19,,
73,14,15,,,,14,,,,,,18,18
72,,,15,,15,,15,15,17,15,18,,
71,13,14,,15,,,,,,,17,17,17
70,,,14,,14,13,14,14,16,14,,,
69,,13,,14,,,,,,,16,16,16
68,12,,13,,13,12,13,13,15,,,,
67,,,,13,,,,,,13,15,15,15
66,11,12,12,,12,,12,12,14,,,,
65,,,,12,,11,,,,12,14,14,14
64,,11,,,,,,,13,,13,13,13
63,10,,11,,11,10,11,11,12,11,,,
62,,10,,11,,,,,,,12,12,12
61,,,10,,10,,10,10,11,10,,,
60,9,,,10,,9,,,,,11,11,11
59,,9,9,,9,,9,9,10,9,10,,
58,8,,,9,,,,,,,,10,10
57,,8,8,,,8,,,9,,9,,
56,,,,8,8,,8,8,,8,,9,9
55,7,7,,,,7,,,8,,8,8,8
54,,,7,,7,,7,7,,7,7,,
53,6,6,,7,,,,,7,,,7,7
52,,,6,,6,6,6,6,,6,6,,
51,,,,6,,,,,6,,,6,6
50,5,5,5,,,,5,5,,5,5,,
49,,,,5,5,5,,,5,,,5,5
48,,4,4,,,,,,4,4,4,,
47,4,,,4,4,4,4,4,,,3,4,4
46,,3,,,,,,,3,,,3,3
45,3,,3,3,3,,3,3,,3,2,,
44,,,,,,3,,,2,,,2,2
43,,2,2,,2,,2,2,,2,1,,
42,2,,,2,,2,,,1,,0,1,1
41,,1,1,,,,1,1,,1,,,
<= 40,1,0,0,1,1,1,0,0,0,0,,0,0
<= 40,0,,,0,0,0,,,,,,,
