T,6,7,8,9,10,11,12,13,14,15,16,17,18
>= 90,25+,26+,27+,25+,19+,19+,21+,19+,22+,17+,20+,21+,21+
89,24,25,26,24,,,,18,21,,19,20,20
88,,,,,18,18,20,,,16,,,
87,23,24,25,23,,,,17,20,,18,19,19
86,,,,,,,,,,,,,
85,,23,24,22,17,17,19,,19,15,,18,18
84,22,,,,,,,16,,,17,,
83,,22,23,21,,,18,,,,,,
82,21,,,,16,16,,,18,14,16,17,17
81,,21,22,20,,,17,15,,,,,
80,20,,,,15,15,,,17,,,16,16
79,,20,21,19,,,,14,,13,15,,
78,19,,20,,,,16,,16,,,15,15
77,,19,,18,14,14,,,,,14,,
76,18,,19,,,,15,13,,12,,,
75,,18,,17,,,,,15,,,14,14
74,17,,18,,13,13,14,,,,13,,
73,,17,,16,,,,12,14,11,,13,13
72,,,17,,12,12,,,,,12,,
71,16,16,,15,,,13,,13,,,12,12
70,,,16,,,,,11,,10,,,
69,15,15,,,11,11,12,,12,,11,,
68,,,15,14,,,,10,,,,11,11
67,14,14,,,,,11,,,9,10,,
66,,,14,13,10,10,,,11,,,10,10
65,13,13,,,,,,9,,8,,,
64,,,13,12,,9,10,,10,,9,9,9
63,12,12,,,9,,,,,,,,
62,,,12,11,,,9,8,9,7,8,,
61,11,11,,,8,8,,,,,,8,8
60,,,11,10,,,8,7,,,,,
59,,10,,,,7,,,8,6,7,7,7
58,10,,10,9,7,,,,,,,,
57,,9,,,,,7,6,7,,6,6,6
56,9,,9,8,,6,,,,5,,,
55,,8,,,6,,6,,6,,5,,
54,8,,8,7,,,,5,,,,5,5
53,,7,,,5,5,5,,5,4,,,
52,7,,7,6,,,,,,,4,4,4
51,,6,,,,4,,4,,,,,
50,6,,6,5,4,,4,,4,3,3,3,3
49,,5,,,,,,3,,,,,
48,,,5,4,,3,3,,3,,,,
47,5,4,,,3,,,,,2,2,2,2
46,,,4,,,,2,2,2,,,,
45,4,3,,3,2,2,,,,,1,1,1
44,,,3,,,,,,1,1,,,
43,3,2,,2,,1,1,1,,,,0,0
42,,,2,,1,,,,,,0,,
41,2,1,,1,,,0,0,0,0,,,
<= 40,1,0,1,0,0,0,,,,,,,
<= 40,0,,0,0,0,0,,,,,,,
